year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,Unnamed: 8,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2000,January 1st,Bakha Satang,Drama,76576.0,,76576.0,,,,,,129.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Bakha-Satang-(S-Korea)
2001,January 12th,Antitrust,Thriller/Suspense,6900000.0,10965209.0,17865209.0,30000000.0,,5486209.0,2433.0,3.1,,,Contemporary Fiction,https://www.the-numbers.com/movie/Antitrust
2000,January 28th,Santitos,,,378562.0,,,,,,,105.0,,,https://www.the-numbers.com/movie/Santitos
2002,2002 (Wide) by ,Frank McKlusky C.I.,,,,,,,,,,,,,https://www.the-numbers.com/movie/Frank-McKlusky-C-I
2002,January 25th,A Walk to Remember,Drama,4833792.0,41227069.0,46060861.0,11000000.0,,12177488.0,2411.0,5.3,,Coming of Age,Contemporary Fiction,https://www.the-numbers.com/movie/Walk-to-Remember-A
2002,June 21st,Zig Zag,,,1649.0,,,,1649.0,1.0,1.0,,,,https://www.the-numbers.com/movie/Zig-Zag
2002,May 10th,TakhtÃƒÂ© siah,Drama,,21324.0,,,,1500.0,5.0,2.0,,Foreign Language,,https://www.the-numbers.com/movie/Takhte-siah
2009,January 2nd,"Angry Monk: Reflections on Tibet, The",Documentary,,2125.0,,,,2125.0,1.0,1.0,,,Factual,https://www.the-numbers.com/movie/Angry-Monk-Reflections-on-Tibet-The
2002,June 7th,30 Years to Life,Comedy,,99023.0,,,,3376.0,1.0,3.3,,,,https://www.the-numbers.com/movie/30-Years-to-Life
2008,January 2nd,The Killing of John Lennon,Drama,,6975.0,,,,3077.0,1.0,3.0,,,Dramatization,https://www.the-numbers.com/movie/Killing-of-John-Lennon-The
2008,January 18th,Mad Money,Comedy,4375214.0,20668843.0,25044057.0,22000000.0,,7736452.0,2470.0,3.4,104.0,Heist,Contemporary Fiction,https://www.the-numbers.com/movie/Mad-Money
2008,January 18th,Little Chenier,Drama,,87939.0,,,,37318.0,17.0,1.7,,,Contemporary Fiction,https://www.the-numbers.com/movie/Little-Chenier
2008,February 1st,Over Her Dead Body,Comedy,14025947.0,7570127.0,21596074.0,10000000.0,,4025115.0,1977.0,2.3,95.0,Haunting,Fantasy,https://www.the-numbers.com/movie/Over-Her-Dead-Body
2008,February 15th,O Ano em Que Meus Pais SaÃƒÂ­ram de FÃƒÂ©rias,Drama,1800000.0,807117.0,2607117.0,,,80655.0,18.0,11.2,103.0,Soccer,Historical Fiction,https://www.the-numbers.com/movie/Ano-em-Que-Meus-Pais-Sairam-de-Ferias-O
2008,February 15th,120,Drama,1334204.0,,1334204.0,,,,,,114.0,,Historical Fiction,https://www.the-numbers.com/movie/120-(Turkey)
2008,February 29th,The Other Boleyn Girl,Drama,51455013.0,26814957.0,78269970.0,40000000.0,,8203061.0,1166.0,5.9,115.0,Royalty,Historical Fiction,https://www.the-numbers.com/movie/Other-Boleyn-Girl-The
2008,February 29th,A Lawyer Walks into a Bar,Documentary,,5202.0,,,,985.0,1.0,10.0,,,Factual,https://www.the-numbers.com/movie/Lawyer-Walks-into-a-Bar-A
2008,March 8th,La Rondine,Concert/Performance,,49088.0,,,,,,,106.0,TV Movie,Factual,https://www.the-numbers.com/movie/Rondine-La
2011,December 30th,Jodaeiye Nader az Simin,Drama,17327677.0,7098492.0,24426169.0,800000.0,,59481.0,3.0,7.0,123.0,Dysfunctional Family,Contemporary Fiction,https://www.the-numbers.com/movie/Jodaeiye-Nader-az-Simin
2011,December 28th,Pariah,Drama,,769552.0,,,,48579.0,4.0,6.8,86.0,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/Pariah-(2011)
2011,December 25th,War Horse,Drama,76932170.0,79883359.0,156815529.0,70000000.0,,7515402.0,2376.0,6.3,146.0,World War I,Contemporary Fiction,https://www.the-numbers.com/movie/War-Horse
2011,April 6th,Habemus Papam,Comedy,9917173.0,486902.0,10404075.0,,,31368.0,3.0,6.1,104.0,Religious,Contemporary Fiction,https://www.the-numbers.com/movie/Habemus-Papam
2011,December 29th,Ivan Tsarevich i Seryy Volk,Action,25047727.0,,25047727.0,,,,,,75.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Ivan-Tsarevich-i-Seryy-Volk
2011,December 28th,El Sicario Room 164,Documentary,,,,,,,,,80.0,Government Corruption,Factual,https://www.the-numbers.com/movie/Sicario-Room-164-El
2011,December 25th,Extremely Loud and Incredibly Close,Drama,23400000.0,31847881.0,55247881.0,40000000.0,,72348.0,6.0,4.1,129.0,2022-09-11 00:00:00,Historical Fiction,https://www.the-numbers.com/movie/Extremely-Loud-and-Incredibly-Close
2011,December 30th,Angels Crest,Drama,1205.0,832.0,2037.0,,,407.0,1.0,1.0,96.0,Life in a Small Town,Contemporary Fiction,https://www.the-numbers.com/movie/Angels-Crest
2011,December 28th,Paranormal Xperience,Horror,2812739.0,,2812739.0,,,,,,90.0,3-D,Contemporary Fiction,https://www.the-numbers.com/movie/Paranormal-Xperience-3D-(Spain)-(2011)
2011,December 25th,The Darkest Hour,Action,41388221.0,21443494.0,62831715.0,34800000.0,,2993519.0,2324.0,3.7,89.0,Alien Invasion,Science Fiction,https://www.the-numbers.com/movie/Darkest-Hour-The
2011,December 23rd,Miss Minoes,Adventure,,10189.0,,,,1901.0,3.0,1.5,,,Kids Fiction,https://www.the-numbers.com/movie/Miss-Minoes
2011,November 26th,We Bought a Zoo,Drama,43104523.0,75624550.0,118729073.0,50000000.0,,9360434.0,3117.0,5.9,124.0,Animal Lead,Dramatization,https://www.the-numbers.com/movie/We-Bought-a-Zoo
2014,November 21st,Minuscule - La vallÃƒÂ©e des fourmis perdues,Adventure,1058457.0,,1058457.0,,,,,,89.0,,Kids Fiction,https://www.the-numbers.com/movie/Minuscule-La-vallee-des-fourmis-perdues-(France)
2011,May 11th,Kiseki,Drama,766350.0,145808.0,912158.0,,,10919.0,5.0,7.3,128.0,Relationships Gone Wrong,Contemporary Fiction,https://www.the-numbers.com/movie/Kiseki
2011,December 23rd,In The Land of Blood and Honey,Drama,205316.0,303877.0,509193.0,13000000.0,,18854.0,3.0,5.1,,Actors Making Their Directorial Debut,Historical Fiction,https://www.the-numbers.com/movie/In-The-Land-of-Blood-and-Honey
2011,December 23rd,Prince of the Himalayas,Drama,,9178.0,,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Prince-of-the-Himalayas
2011,December 22nd,Don 2,Action,30378610.0,3674480.0,34053090.0,,,1673921.0,161.0,2.9,148.0,3-D,Contemporary Fiction,https://www.the-numbers.com/movie/Don-2
2014,December 12th,We Are the Giant,Documentary,,1088.0,,,,1088.0,2.0,1.0,90.0,Arab Spring,Factual,https://www.the-numbers.com/movie/We-Are-the-Giant
2014,December 31st,Wang Pai,Drama,4590000.0,,4590000.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Wang-Pai-(China)(2014)
2015,July 24th,The Young Kieslowski,Romantic Comedy,,,,,,,,,96.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Young-Kieslowski-The-(2015)
2015,June 10th,Last Cab to Darwin,Drama,5786944.0,34193.0,5821137.0,,,620.0,1.0,5.3,123.0,Terminal Illness,Contemporary Fiction,https://www.the-numbers.com/movie/Last-Cab-to-Darwin-(Australia)
2014,December 12th,Cong cong na nian,Drama,93470000.0,566853.0,94036853.0,,,,,,119.0,Set in China,Historical Fiction,https://www.the-numbers.com/movie/Cong-cong-na-nian-(China)(2014)
2015,July 31st,Ghadi,Comedy,70149.0,,70149.0,,,,,,100.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Ghadi-(Lebanon)
2015,July 31st,Fair Play,Drama,8747.0,,8747.0,,,,,,100.0,,Historical Fiction,https://www.the-numbers.com/movie/Fair-Play-(CZ)-(2014)
2015,August 14th,Meru,Documentary,16592.0,2334228.0,2350820.0,,,91279.0,7.0,4.4,89.0,Mountain Climbing,Factual,https://www.the-numbers.com/movie/Meru
2015,August 21st,Station to Station,Documentary,1036.0,9494.0,10530.0,,,9494.0,1.0,1.0,70.0,Trains,Factual,https://www.the-numbers.com/movie/Station-to-Station
2015,August 14th,Karachi se Lahore,Comedy,17721.0,,17721.0,1000000.0,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Karachi-se-Lahore
2015,December 4th,Atrapa la bandera,Adventure,21131406.0,,21131406.0,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Atrapa-la-bandera
2015,September 10th,Alma,Romantic Comedy,567607.0,,567607.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Alma
2015,August 28th,"Boca Juniors 3D, la pelÃƒÂ­cula",Documentary,2171383.0,,2171383.0,,,,,,,Soccer,Factual,https://www.the-numbers.com/movie/Boca-Juniors-3D-la-pelicula
2015,September 18th,Life of Josutty,Comedy,7870.0,,7870.0,,,,,,166.0,Set in India,Contemporary Fiction,https://www.the-numbers.com/movie/Life-of-Josutty-(India)
2015,September 9th,Welcome to Leith,Documentary,381.0,36010.0,36391.0,,,3707.0,1.0,4.4,86.0,Bigotry,Factual,https://www.the-numbers.com/movie/Welcome-to-Leith
2015,September 25th,Eso que llaman amor,Drama,231.0,,231.0,,,,,,,,,https://www.the-numbers.com/movie/Eso-que-llaman-amor-(Argentina)-(2015)
2015,September 18th,The Man Who Saved the World,Documentary,2855.0,,2855.0,,,,,,110.0,1980s,Factual,https://www.the-numbers.com/movie/Man-Who-Saved-the-World-The
2014,December 31st,Yuan Ling Ren Ou,Horror,3590000.0,,3590000.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Yuan-Ling-Ren-Ou-(China)(2014)
2015,October 2nd,Hip Hop-eration,Documentary,6203.0,,6203.0,,,,,,93.0,,Factual,https://www.the-numbers.com/movie/Hip-Hop-eration-(New-Zealand)-(2015)
2015,October 16th,"Kleine Ziege, sturer Bock",Comedy,67838.0,,67838.0,,,,,,95.0,,,https://www.the-numbers.com/movie/Kleine-Ziege-sturer-Bock-(Germany)-(2015)
2015,October 9th,Vesvese: Cin Tuzagi,Horror,15193.0,,15193.0,,,,,,92.0,,,https://www.the-numbers.com/movie/Vesvese-Cin-Tuzagi-(Turkey)-(2015)
2015,October 16th,Truth,Thriller/Suspense,4300726.0,2541854.0,6842580.0,9600000.0,,66232.0,6.0,1.8,125.0,Investigative Journalist,Dramatization,https://www.the-numbers.com/movie/Truth-(2015)
2015,October 30th,Geunomida,Thriller/Suspense,697826.0,,697826.0,,,,,,109.0,,,https://www.the-numbers.com/movie/Geunomida-(South-Korea)-(2015)
2015,October 30th,Wo shi zheng ren,Thriller/Suspense,31424661.0,409644.0,31834305.0,,,194736.0,40.0,1.4,112.0,Blindness,Contemporary Fiction,https://www.the-numbers.com/movie/Wo-shi-zheng-ren
2015,November 6th,Sarancha,Drama,431000.0,,431000.0,,,,,,124.0,Erotic Drama,Contemporary Fiction,https://www.the-numbers.com/movie/Sarancha-(Russia)-(2015)
2015,May 20th,HÃƒÂ¢monÃƒÂ®,Action,407320.0,23248.0,430568.0,,,760.0,3.0,1.0,119.0,Secret Agent,Science Fiction,https://www.the-numbers.com/movie/Hamoni
2015,November 20th,Dobbiamo parlare,Comedy,583290.0,,583290.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Dobbiamo-parlare
2015,December 3rd,600 Millas,Thriller/Suspense,284803.0,,284803.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/600-Millas
2015,November 13th,Hot Sugar's Cold World,Documentary,,,,,,,,,85.0,Musicians,Factual,https://www.the-numbers.com/movie/Hot-Sugars-Cold-World
2015,October 2nd,Hell & Back,Adventure,,157768.0,,,,104374.0,411.0,1.1,84.0,Heaven and Hell,Fantasy,https://www.the-numbers.com/movie/Hell-and-Back
2015,December 4th,Rajini Murugan,Comedy,151741.0,,151741.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Rajini-Murugan
2015,November 13th,Une Histoire de Fou,Drama,314458.0,,314458.0,,,,,,134.0,,Historical Fiction,https://www.the-numbers.com/movie/Histoire-de-fou-Une-(France)
2015,December 25th,Point Break,Action,97922110.0,28782481.0,126704591.0,100000000.0,,9800252.0,2910.0,3.1,113.0,Extreme Sports,Contemporary Fiction,https://www.the-numbers.com/movie/Point-Break-(Remake)
2016,October 28th,Desu nÃƒÂ´to: Light Up the New World,Thriller/Suspense,18901839.0,,18901839.0,,,,,,135.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Desu-noto-Light-Up-the-New-World-(Japan)
2016,November 11th,Disturbing the Peace,Documentary,,25287.0,,,,10907.0,2.0,2.0,83.0,Jewish,Factual,https://www.the-numbers.com/movie/Disturbing-the-Peace
2015,December 18th,Star Wars Ep. VII: The Force Awakens,Adventure,1127953592.0,936662225.0,2064615817.0,306000000.0,,247966675.0,4134.0,9.2,136.0,Space Opera,Science Fiction,https://www.the-numbers.com/movie/Star-Wars-Ep-VII-The-Force-Awakens
2016,November 11th,Doctor Who: The Power of the Daleks,Action,116162.0,,116162.0,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Doctor-Who-The-Power-of-the-Daleks-(UK)
2015,December 18th,Le grand jeu,,226708.0,,226708.0,,,,,,99.0,,,https://www.the-numbers.com/movie/grand-jeu-Le-(France)-(2015)
2016,November 25th,Bellas de Noche,Documentary,,,,,,,,,92.0,,Factual,https://www.the-numbers.com/movie/Bellas-de-Noche-(Mexico)
2015,December 25th,The Revenant,Adventure,349300408.0,183637894.0,532938302.0,135000000.0,,474560.0,4.0,7.6,156.0,Animals Gone Bad,Dramatization,https://www.the-numbers.com/movie/Revenant-The-(2015)
2016,November 25th,The Unmarried Wife,Drama,66140.0,,66140.0,,,,,,130.0,Love Triangle,Contemporary Fiction,https://www.the-numbers.com/movie/Unmarried-Wife-The-(Philippines)-(2016)
2016,December 2nd,Sha Mo Zhi Xin,,49204.0,,49204.0,,,,,,95.0,,,https://www.the-numbers.com/movie/Sha-Mo-Zhi-Xin-(China)-(2016)
2016,December 16th,Poveri ma Ricchi,Comedy,7259767.0,,7259767.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Poveri-ma-Ricchi-(Italy)
2016,November 18th,Nuo Lietuvos nepabÃ„â€”gsi,Drama,2465.0,,2465.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Nuo-Lietuvos-nepabegsi-(Lithuania)
2016,December 9th,Somewhere Connected,,19291.0,,19291.0,,,,,,,,,https://www.the-numbers.com/movie/Somewhere-Connected-(China)-(2016)
2018,November 29th,Lo peor de los deseos,Drama,,,,,,,,,93.0,,,https://www.the-numbers.com/movie/peor-de-los-deseos-Lo-(Bolivia)-(2018)
2016,December 30th,PÃƒÂ¨re fils thÃƒÂ©rapie!,Comedy,1453270.0,,1453270.0,,,,,,92.0,,,https://www.the-numbers.com/movie/Pere-fils-therapie-(France)
2018,April 12th,Di Qiu Zui Hou De Ye Wang,Drama,41619365.0,521365.0,42140730.0,,,26746.0,3.0,6.6,133.0,3-D,Contemporary Fiction,https://www.the-numbers.com/movie/Di-Qiu-Zui-Hou-De-Ye-Wang-(China)-(2018)
2018,December 7th,Doktor Martin: ZÃƒÂ¡hada v Beskydech,Comedy,31651.0,,31651.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Doktor-Martin-Zahada-v-Beskydech-(CZ)(2018)
2018,December 30th,Battle of Tortoise and Rabbit,,1494779.0,,1494779.0,,,,,,83.0,,,https://www.the-numbers.com/movie/Battle-of-Tortoise-and-Rabbit-(China)-(2018)
2018,December 30th,Alibaba The Three Golden Hair,Adventure,1476950.0,,1476950.0,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Alibaba-The-Three-Golden-Hair-(China)(2018)
2018,December 29th,Duan Pian Er,Comedy,7423443.0,,7423443.0,,,,,,114.0,,,https://www.the-numbers.com/movie/Duan-Pian-Er-(China)(2018)
2018,January 4th,Yun Nan Chong Gu Yunnan Valley,Action,22268448.0,101516.0,22369964.0,,,50583.0,17.0,1.6,110.0,Treasure Hunters,Fantasy,https://www.the-numbers.com/movie/Yun-Nan-Chong-Gu-Yunnan-Valley-(China)-(2018)
2018,December 30th,Two Small Pigs Brave The Mysterious Island,Adventure,744017.0,,744017.0,,,,,,80.0,,Kids Fiction,https://www.the-numbers.com/movie/Two-Small-Pigs-Brave-The-Mysterious-Island-(China)-(2018)
2018,December 28th,Trolled,Adventure,32834.0,,32834.0,,,,,,92.0,,Kids Fiction,https://www.the-numbers.com/movie/Trolled-(2018)
2018,December 28th,Tiempo despuÃƒÂ©s,Comedy,1736358.0,,1736358.0,,,,,,95.0,,Science Fiction,https://www.the-numbers.com/movie/Tiempo-despues-(Spain)-(2018)
2018,December 28th,Stan & Ollie,Drama,23592439.0,5470235.0,29062674.0,10000000.0,,78104.0,5.0,3.7,98.0,Biography,Dramatization,https://www.the-numbers.com/movie/Stan-and-Ollie-(2018)
2018,December 28th,The Work Wife,Drama,,,,,,,,,86.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Work-Wife-The-(2018)
2018,December 28th,Tarp mÃ…Â«sÃ…Â³ mergaiÃ„ï¿½iÃ…Â³,Comedy,666106.0,,666106.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Tarp-musu-mergaiciu-(Lithuania)(2018)
2018,December 28th,TrileÃƒÂ§e,Drama,54.0,,54.0,,,,,,104.0,,,https://www.the-numbers.com/movie/Trilece-(Turkey)-(2018)
2018,December 28th,Rio Mekong,Documentary,453.0,,453.0,,,,,,60.0,,Factual,https://www.the-numbers.com/movie/Rio-Mekong-(Argentina)-(2018)
2018,December 28th,Simmba,Action,2255389.0,5102129.0,7357518.0,,,1758576.0,301.0,2.8,158.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Simmba-(India)-(2018)
2018,December 28th,Pech to nie grzech,Romantic Comedy,2042938.0,,2042938.0,,,,,,82.0,,,https://www.the-numbers.com/movie/Pech-to-nie-grzech-(Poland)-(2018)
2018,December 28th,MÃƒÂ¼saadenizle BÃƒÂ¼yÃƒÂ¼kler,Adventure,45185.0,,45185.0,,,,,,100.0,,,https://www.the-numbers.com/movie/Musaadenizle-Buyukler-(Turkey)-(2018)
2018,December 28th,The Most Beautiful Season,Drama,218412.0,,218412.0,,,,,,108.0,,,https://www.the-numbers.com/movie/Most-Beautiful-Season-The-(China)-(2018)
2018,December 28th,Shou Ji Kuang Xiang,Drama,94951615.0,,94951615.0,,,,,,90.0,,,https://www.the-numbers.com/movie/Shou-Ji-Kuang-Xiang-(China)(2018)
2018,December 28th,One Shot,Drama,1127.0,,1127.0,,,,,,84.0,,,https://www.the-numbers.com/movie/One-Shot-(Argentina)-(2018)
2018,December 28th,Konna Yofuke Ni Banana Kayo: Kanashiki Jitsuwa,Comedy,8652004.0,,8652004.0,,,,,,120.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Konna-Yofuke-Ni-Banana-Kayo-Kanashiki-Jitsuwa-(Japan)-(2018)
2018,December 28th,Njan Prakashan,Drama,57375.0,,57375.0,,,,,,131.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Njan-Prakashan-(India)(2018)
2018,December 28th,Minha Vida em Marte,Comedy,21105636.0,,21105636.0,,,,,,110.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Minha-Vida-em-Marte-(Brazil)-(2018)
2018,December 28th,K.G.F: Chapter 1,Action,27179.0,,27179.0,,,,,,156.0,,Historical Fiction,https://www.the-numbers.com/movie/K-G-F-Chapter-1-(India)(2018)
2018,December 28th,Der kleine Drache Kokosnuss - Auf in den Dschungel!,Adventure,1866262.0,,1866262.0,,,,,,80.0,,Kids Fiction,https://www.the-numbers.com/movie/kleine-Drache-Kokosnuss-Auf-in-den-Dschungel-Der-(Germany)-(2018)
2018,December 28th,jeombaki hanbandoeui gongryong 2 saeroun nakwon,Adventure,3783492.0,,3783492.0,,,,,,94.0,,,https://www.the-numbers.com/movie/jeombaki-hanbandoeui-gongryong-2-saeroun-nakwon-(South-Korea)-(2018)
2018,December 28th,Chef,Documentary,94.0,,94.0,,,,,,98.0,,,https://www.the-numbers.com/movie/Chef-(Turkey)-(2018)
2018,December 28th,Benji,Adventure,585333.0,,585333.0,6000000.0,,,,,87.0,Animal Lead,Contemporary Fiction,https://www.the-numbers.com/movie/Benji-(UAE)-(2018)
2018,December 27th,T-34,Drama,39526616.0,,39526616.0,10000000.0,,,,,75.0,,Historical Fiction,https://www.the-numbers.com/movie/T34-(Russia)(2018)
2018,December 28th,BÃƒÂ¶rÃƒÂ¼,Drama,1441948.0,,1441948.0,,,,,,126.0,,,https://www.the-numbers.com/movie/Boru-(Turkey)-(2018)
2018,December 27th,Der Junge muss an die frische Luft,Comedy,31920181.0,,31920181.0,,,,,,100.0,,Dramatization,https://www.the-numbers.com/movie/Junge-muss-an-die-frische-Luft-Der-(Germany)(2018)
2018,December 27th,Yolki Posledniye,Comedy,11499494.0,,11499494.0,,,,,,96.0,Suicide Attempt,Contemporary Fiction,https://www.the-numbers.com/movie/Yolki-Posledniye-(Russia)(2018)
2018,December 28th,Cuando Brillan las Estrellas,Comedy,2506.0,,2506.0,,,,,,,,,https://www.the-numbers.com/movie/Cuando-Brillan-las-Estrellas-(Argentina)-(2018)
2018,December 27th,Au bout des doigts,Drama,3712903.0,,3712903.0,,,,,,105.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Au-bout-des-doigts-(France)-(2018)
2018,December 26th,Un violent dÃƒÂ©sir de bonheur,Drama,,,,,,,,,75.0,Revolution,Historical Fiction,https://www.the-numbers.com/movie/Violent-desir-de-bonheur-Un-(France)-(2018)
2018,December 27th,La befana vien di notte,Comedy,9166973.0,,9166973.0,,,,,,98.0,,Fantasy,https://www.the-numbers.com/movie/befana-vien-di-notte-La-(Italy)-(2018)
2018,January 4th,PMC: deo beong-keo,Action,12478635.0,,12478635.0,10300000.0,,,,,119.0,2020s,Contemporary Fiction,https://www.the-numbers.com/movie/PMC-deo-beong-keo-(South-Korea)-(2018)
2018,December 27th,Moschettieri del Re - La penultima missione,Comedy,5728962.0,,5728962.0,,,,,,109.0,,Historical Fiction,https://www.the-numbers.com/movie/Moschettieri-del-Re-La-penultima-missione-(Italy)-(2018)
2018,December 22nd,Mult v. Kino Vypusk No. 87,Adventure,100689.0,,100689.0,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Mult-v-Kino-Vypusk-No-87-(Russia)-(2018)
2018,July 19th,L'homme fidÃƒÂ¨le,Romantic Comedy,1861933.0,77776.0,1939709.0,,,7321.0,1.0,3.7,75.0,,Contemporary Fiction,https://www.the-numbers.com/movie/homme-fidele-L-(France)-(2018)
2018,January 11th,Perfectos desconocidos,Comedy,6880839.0,1014507.0,7895346.0,,,422656.0,132.0,3.4,97.0,Dinner Party,Contemporary Fiction,https://www.the-numbers.com/movie/Perfectos-desconocidos-(Mexico)-(2018)
2018,December 21st,Zerk,Horror,8785.0,,8785.0,,,,,,110.0,,,https://www.the-numbers.com/movie/Zerk-(Turkey)-(2018)
2018,December 25th,Destroyer,Thriller/Suspense,4332165.0,1533324.0,5865489.0,9000000.0,,55347.0,3.0,2.6,123.0,Police Detective,Contemporary Fiction,https://www.the-numbers.com/movie/Destroyer-(2018)
2018,December 21st,Zero,Comedy,1995127.0,,1995127.0,,,,,,164.0,Bollywood,Science Fiction,https://www.the-numbers.com/movie/Zero-(India)-(2018)
2018,December 21st,YanÃ„Â±mda Kal,Drama,69938.0,,69938.0,,,,,,105.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Yanimda-Kal-(Turkey)-(2018)
2018,April 12th,Ye Wen hui chuan: Zhang Tianzhi,Action,19572493.0,209454.0,19781947.0,,,92663.0,61.0,1.6,108.0,Martial Arts,,https://www.the-numbers.com/movie/Ye-Wen-hui-chuan-Zhang-Tianzhi-(Hong-Kong)-(2018)
2018,April 12th,Mia et le lion blanc,Drama,33899357.0,400498.0,34299855.0,,,192816.0,312.0,1.3,97.0,Coming of Age,Contemporary Fiction,https://www.the-numbers.com/movie/Mia-et-le-lion-blanc-(France)(2018)
2018,December 21st,Wu Lin Guai Shou,Action,11573104.0,,11573104.0,,,,,,104.0,,Fantasy,https://www.the-numbers.com/movie/Wu-Lin-Guai-Shou-(Hong-Kong)(2018)
2018,December 22nd,Kamen RaidÃƒÂ¢ Heisei JenerÃƒÂªshonzu FoebÃƒÂ¢,Action,12465928.0,,12465928.0,,,,,,100.0,,,https://www.the-numbers.com/movie/Kamen-Raida-Heisei-Jenereshonzu-Foeba-(Japan)-(2018)
2018,December 21st,Welcome to Marwen,Drama,2322617.0,10763520.0,13086137.0,45000000.0,,2354205.0,1911.0,2.9,116.0,Neo Nazis,Dramatization,https://www.the-numbers.com/movie/Welcome-to-Marwen-(2018)
2018,December 21st,Vergara,,3695.0,,3695.0,,,,,,76.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Vergara-(Argentina)-(2018)
2018,December 25th,Vice,Black Comedy,23057500.0,47836282.0,70893782.0,60000000.0,,7768371.0,2442.0,5.3,132.0,Biography,Dramatization,https://www.the-numbers.com/movie/Vice-(2018)
2018,December 21st,Tian Qi Yu Bao,Adventure,18382575.0,103053.0,18485628.0,,,35363.0,21.0,1.7,105.0,Suicide Attempt,,https://www.the-numbers.com/movie/Tian-Qi-Yu-Bao-(China)(2018)
2018,December 21st,The Soul of Shui People in 1944,Drama,599574.0,,599574.0,,,,,,91.0,,Historical Fiction,https://www.the-numbers.com/movie/Soul-of-Shui-People-in-1944-The-(China)-(2018)
2018,December 21st,Snezhnaya koroleva. Zazerkale,Adventure,9456027.0,,9456027.0,,,,,,87.0,,Kids Fiction,https://www.the-numbers.com/movie/Snezhnaya-koroleva-Zazerkale-(Russia)(2018)
2018,December 21st,Unknown Distance,Documentary,,,,,,,,,94.0,,Factual,https://www.the-numbers.com/movie/Unknown-Distance-(Documentary)
2018,December 21st,Silukkuvarpatti Singam,Drama,405.0,,405.0,,,,,,134.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Silukkuvarpatti-Singam-(India)(2018)
2018,December 21st,The Revenge of Phantom Knight,Horror,23369.0,,23369.0,,,,,,105.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Revenge-of-Phantom-Knight-The-(China)-(2018)
2018,December 21st,Padi Padi Leche Manasu,Drama,20916.0,,20916.0,,,,,,158.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Padi-Padi-Leche-Manasu-(India)-(2018)
2018,December 21st,SÃƒÂ¼kut Evi,Drama,262.0,,262.0,,,,,,97.0,,,https://www.the-numbers.com/movie/Sukut-Evi-(Turkey)-(2018)
2018,December 21st,Porno para principiantes,Comedy,9848.0,,9848.0,,,,,,88.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Porno-para-principiantes-(Uruguay)-(2018)
2018,December 21st,Patrolman Baoyin,Drama,100000.0,,100000.0,,,,,,97.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Patrolman-Baoyin-(China)-(2018)
2018,December 21st,The Last Resort,Documentary,,158646.0,,,,8280.0,2.0,4.8,70.0,Set in Miami,Factual,https://www.the-numbers.com/movie/Last-Resort-The-(Documentary)-(2018)
2018,December 21st,National Theatre Live: Antony & Cleopatra,Concert/Performance,891885.0,,891885.0,,,,,,,Theater,Historical Fiction,https://www.the-numbers.com/movie/National-Theatre-Live-Antony-and-Cleopatra-(2018)(UK)
2018,December 21st,Maari 2,Comedy,68392.0,,68392.0,,,,,,143.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Maari-2-(India)-(2018)
2018,December 21st,Kanaa,Drama,2999.0,,2999.0,,,,,,145.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Kanaa-(India)(2018)
