year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,Unnamed: 8,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2019,May 23rd,Same But Different: A True New Zealand Love Story,Romantic Comedy,11692.0,,11692.0,,,,,,95.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Same-But-Different-A-True-New-Zealand-Love-Story-(NZ)
2019,May 23rd,KIM-GUN,Documentary,98261.0,,98261.0,,,,,,85.0,,Factual,https://www.the-numbers.com/movie/KIM-GUN-(S-Korea)
2019,May 23rd,Golden Mask: Hamlet | Collage,Concert/Performance,36685.0,,36685.0,,,,,,146.0,,,https://www.the-numbers.com/movie/Golden-Mask-Hamlet-Collage-(Russia)
2019,May 23rd,Kimi no koe o todoketai,Drama,3898.0,,3898.0,,,,,,94.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Kimi-no-koe-o-todoketai-(Japan)
2019,May 23rd,Forse ÃƒÂ¨ solo mal di mare,Comedy,29295.0,,29295.0,,,,,,93.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Forse-e-solo-mal-di-mare-(Italy)
2019,May 23rd,FP2: Beats of Rage,Comedy,,,,,,,,,89.0,,Science Fiction,https://www.the-numbers.com/movie/FP2-Beats-of-Rage
2019,May 23rd,Fishtales 2,Adventure,73161.0,,73161.0,,,,,,70.0,,Kids Fiction,https://www.the-numbers.com/movie/Fishtales-2
2020,August 14th,Sequin in a Blue Room,Drama,15033.0,,15033.0,,,,,,80.0,"Set in Sydney, Australia",Contemporary Fiction,https://www.the-numbers.com/movie/Sequin-in-a-Blue-Room-(Australia)
2020,August 14th,The Silencing,Thriller/Suspense,69907.0,100746.0,170653.0,,,53205.0,79.0,1.8,93.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Silencing-The-(2020)
2020,August 14th,Salto je krÃƒÂ¡Ã„Â¾,Documentary,14843.0,,14843.0,,,,,,64.0,,Factual,https://www.the-numbers.com/movie/Salto-je-kral-(2020-Slovakia)
2020,August 14th,Reboiras. AcciÃƒÂ³n e corazÃƒÂ³n,Documentary,6615.0,,6615.0,,,,,,61.0,,Factual,https://www.the-numbers.com/movie/Reboiras-Accion-e-corazon-(2020-Spain)
2020,August 14th,Spree,Black Comedy,20722.0,28771.0,49493.0,,,20480.0,33.0,1.0,92.0,Sundance Film Festival 2020,Contemporary Fiction,https://www.the-numbers.com/movie/Spree
2020,August 14th,Ravage,Horror,,,,,,,,,77.0,Early / Simultaneous Video-on-Demand release,Contemporary Fiction,https://www.the-numbers.com/movie/Ravage-(2020)
2020,August 14th,Represent,Documentary,,,,,,,,,93.0,,Factual,https://www.the-numbers.com/movie/Represent-(2020)
2020,August 14th,Portal,Horror,12834.0,,12834.0,,,,,,80.0,,,https://www.the-numbers.com/movie/Portal-(2019)
2020,August 14th,"Omoi, Omoware, Furi, Furare",,6501023.0,,6501023.0,,,,,,,,,https://www.the-numbers.com/movie/Omoi-Omoware-Furi-Furare-(Japan-2020)
2020,August 14th,The One and Only Ivan,Adventure,,,,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/One-and-Only-Ivan-The-(2020)
2020,August 14th,Mathera,Documentary,4058.0,,4058.0,,,,,,,,Factual,https://www.the-numbers.com/movie/Mathera-(2019-Italy)
2020,August 14th,Murder in the Woods,Horror,21418.0,351205.0,372623.0,,,48638.0,25.0,6.1,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Murder-in-the-Woods-(2020)
2020,August 14th,In the Life of Music,Drama,,7238.0,,,,897.0,1.0,8.0,92.0,,Multiple Creative Types,https://www.the-numbers.com/movie/In-the-Life-of-Music
2020,August 14th,Nammaeeui Yeoreumbam,Drama,150607.0,,150607.0,,,,,,104.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Nammaeeui-Yeoreumbam-(2020-South-Korea)
2020,August 14th,Kiruna - pÃ…â„¢ekrÃƒÂ¡snÃƒÂ½ novÃƒÂ½ svÃ„â€ºt,Documentary,960.0,,960.0,,,,,,87.0,,Factual,https://www.the-numbers.com/movie/Kiruna-prekrasny-novy-svet-(2019-Czech-Republic)
2020,August 28th,Fatima,Drama,589719.0,,589719.0,,,,,,113.0,1910s,Dramatization,https://www.the-numbers.com/movie/Fatima-(US)
2020,August 14th,Endless,Drama,946388.0,,946388.0,,,,,,93.0,Direct-to-Video,Contemporary Fiction,https://www.the-numbers.com/movie/Endless-(2019)
2020,August 14th,Chaogtu with Sarula,Drama,200000.0,,200000.0,,,,,,111.0,,,https://www.the-numbers.com/movie/Chaogtu-with-Sarula-(2019-China)
2020,August 14th,Der gÃƒÂ¶ttliche Andere,Romantic Comedy,43919.0,,43919.0,,,,,,91.0,,Contemporary Fiction,https://www.the-numbers.com/movie/gottliche-Andere-Der-(2020-Germany)
2021,October 27th,La fracture,Comedy,82567.0,,82567.0,,,,,,98.0,,Contemporary Fiction,https://www.the-numbers.com/movie/fracture-La-(2021-France)
2021,October 29th,Antlers,Horror,25065912.0,10619670.0,35685582.0,,,4271346.0,2800.0,3.1,99.0,Supernatural,Contemporary Fiction,https://www.the-numbers.com/movie/Antlers-(2020)
2021,October 25th,Family Reunion Dlnner Ã¢â‚¬â€ A Ljttle Boy,,550000.0,,550000.0,,,,,,87.0,,,https://www.the-numbers.com/movie/Family-Reunion-Dlnner-A-Ljttle-Boy-(2021-China)
2021,October 22nd,Wojtyla. La Investigacion,Documentary,4363.0,,4363.0,,,,,,75.0,,Factual,https://www.the-numbers.com/movie/Wojtyla-La-Investigacion-(2020-Spain)
2020,August 14th,Golpe de Sol,Drama,8614.0,,8614.0,,,,,,88.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Golpe-de-Sol-(2018-Portugal)
2021,October 22nd,Warning,Thriller/Suspense,,,,,,,,,86.0,Segments,Science Fiction,https://www.the-numbers.com/movie/Warning
2021,October 23rd,A Case of Blue,Drama,,,,,,,,,,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Case-of-Blue-A-(2021)
2021,October 22nd,Room On The Broom/The Highway Rat: Double Feature,Adventure,26434.0,,26434.0,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Room-On-The-Broom-The-Highway-Rat-Double-Feature-(2021-UK)
2021,October 22nd,Salvar el arbol,Adventure,6390.0,,6390.0,,,,,,74.0,,Kids Fiction,https://www.the-numbers.com/movie/Salvar-el-arbol-(2021-Spain)
2021,October 22nd,Minyan,Drama,2408.0,,2408.0,,,,,,118.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Minyan
2021,October 22nd,ZiyaretÃƒÂ§i,Horror,12602.0,,12602.0,,,,,,83.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Ziyaretci-(2021-Turkey)
2021,October 22nd,Knock Knock,Comedy,10520000.0,,10520000.0,,,,,,107.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Knock-Knock-(2021-China)
2021,October 22nd,HÃƒÂ¦kkum rÃƒÂ¡na,Documentary,7213.0,,7213.0,,,,,,70.0,,Factual,https://www.the-numbers.com/movie/Haekkum-rana-(2021-Iceland)
2021,October 22nd,El extraÃƒÂ±o viaje,Comedy,746.0,,746.0,,,,,,92.0,,Contemporary Fiction,https://www.the-numbers.com/movie/extrano-viaje-El-(1964-Spain)
2021,October 23rd,Met Opera: Fire Shut Up in My Bones,Concert/Performance,28209.0,610000.0,638209.0,,,610000.0,500.0,1.0,210.0,,Dramatization,https://www.the-numbers.com/movie/Met-Opera-Fire-Shut-Up-in-My-Bones-(2021)
2021,October 22nd,Every Last One of Them,Action,,,,,,,,,82.0,Action Thriller,Contemporary Fiction,https://www.the-numbers.com/movie/Every-Last-One-of-Them-(2021)
2021,October 22nd,Quien lo impide,Drama,19693.0,,19693.0,,,,,,220.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Quien-lo-impide-(2021-Spain)
2021,October 22nd,The Estate,Black Comedy,,,,,,,,,86.0,Dysfunctional Family,Contemporary Fiction,https://www.the-numbers.com/movie/Estate-The-(2020)
2021,October 22nd,Di yi lu Xiang,Drama,10040000.0,,10040000.0,,,,,,141.0,Hong Kong,Historical Fiction,https://www.the-numbers.com/movie/Di-yi-lu-Xiang-(2020-China)
2021,October 22nd,DEZICO: Legend of Blue Ocean,,690000.0,,690000.0,,,,,,86.0,,,https://www.the-numbers.com/movie/DEZICO-Legend-of-Blue-Ocean-(2021-China)
2021,October 22nd,Circle of Bones,Horror,,,,,,,,,80.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Circle-of-Bones-(2021-Philippines)
2021,October 22nd,The Blooming Moss,Thriller/Suspense,20000.0,,20000.0,,,,,,96.0,,,https://www.the-numbers.com/movie/Blooming-Moss-The-(2021-China)
2021,October 22nd,Cliff Richard - The Great 80 Tour,Concert/Performance,829924.0,,829924.0,,,,,,135.0,,Factual,https://www.the-numbers.com/movie/Cliff-Richard-The-Great-80-Tour-(2021-United-Kingdom)
2019,May 23rd,The Cold Blue,Documentary,,,,,,,,,72.0,,Factual,https://www.the-numbers.com/movie/Cold-Blue-The-(Documentary)-(2019)
2019,May 22nd,Eorin Euiroiin,Drama,1427916.0,,1427916.0,,,,,,114.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Eorin-Euiroiin(S-Korea)
2021,October 22nd,Broadcast Signal Intrusion,Horror,,,,,,,,,104.0,1990s,Historical Fiction,https://www.the-numbers.com/movie/Broadcast-Signal-Intrusion-(2021)
2019,May 22nd,The Tomorrow Man,Drama,,354103.0,,,,18281.0,4.0,1.5,94.0,Sundance Film Festival 2019,Contemporary Fiction,https://www.the-numbers.com/movie/Tomorrow-Man-The-(2019)
2019,May 22nd,Byutipul Boiseu,Comedy,15818.0,,15818.0,,,,,,96.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Byutipul-Boiseu-(S-korea)
2019,May 21st,No Doubt,Drama,,,,,,,,,117.0,Internet Dating,Contemporary Fiction,https://www.the-numbers.com/movie/No-Doubt-(2019)
2019,May 22nd,"Asbury Park: Riot, Redemption, Rock & Roll",Documentary,97222.0,,97222.0,,,,,,88.0,,Factual,https://www.the-numbers.com/movie/Asbury-Park-Riot-Redemption-Rock-and-Roll
2019,May 20th,Love Doesn't Come Easy,Drama,110000.0,,110000.0,,,,,,101.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Love-Doesnt-Come-Easy-(China)
2019,May 20th,Yellow Rose,Drama,11213147.0,,11213147.0,,,,,,104.0,,,https://www.the-numbers.com/movie/Yellow-Rose-(China)
2019,May 17th,Zilla and Zoe,Comedy,,39003.0,,,,11392.0,4.0,4.4,104.0,Family Movie,Contemporary Fiction,https://www.the-numbers.com/movie/Zilla-and-Zoe-(2019)
2019,May 17th,Wedding Cha Shinema,Comedy,2300.0,,2300.0,,,,,,137.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Wedding-Cha-Shinema-(India)(2019)
2019,May 17th,We Have Always Lived in the Castle,Thriller/Suspense,52071.0,,52071.0,,,,,,96.0,Incest,Contemporary Fiction,https://www.the-numbers.com/movie/We-Have-Always-Lived-in-the-Castle-(2019)
2019,May 24th,Aladdin,Adventure,691090490.0,355559216.0,1046649706.0,182000000.0,,91500929.0,4476.0,8.0,128.0,Remake,Fantasy,https://www.the-numbers.com/movie/Aladdin-(2019)
2019,May 17th,Unheimlich perfekte Freunde,Comedy,63557.0,,63557.0,,,,,,92.0,,Kids Fiction,https://www.the-numbers.com/movie/Unheimlich-perfekte-Freunde-(Germany)(2019)
2019,May 17th,Walking on Water,Documentary,84762.0,98358.0,183120.0,,,10654.0,2.0,6.3,100.0,Death of a Partner,Factual,https://www.the-numbers.com/movie/Walking-on-Water-(Documentary)-(2019)
2019,May 17th,Yin Yue Jia,Drama,720000.0,,720000.0,,,,,,104.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Yin-Yue-Jia-(China)-(2019)
2019,May 17th,Uchi no Shitsuji ga Iu Koto niwa,Drama,1907988.0,,1907988.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Uchi-no-Shitsuji-ga-Iu-Koto-niwa-(Japan)-(2019)
2019,May 17th,A Violent Separation,Thriller/Suspense,,,,,,,,,106.0,Accidental Death,Contemporary Fiction,https://www.the-numbers.com/movie/Violent-Separation-A-(2019)
2019,May 17th,The Sun is Also a Star,Drama,730767.0,4950029.0,5680796.0,9000000.0,,2511530.0,2073.0,2.0,120.0,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Sun-is-Also-a-Star-The-(2019)
2019,May 17th,La Telenovela Errante,Comedy,,3542.0,,,,512.0,1.0,4.5,78.0,1990s,Contemporary Fiction,https://www.the-numbers.com/movie/Telenovela-Errante-La-(Chile)-(2019)
2019,May 17th,Trial by Fire,Drama,,148504.0,,,,78817.0,109.0,1.4,127.0,Death Penalty,Dramatization,https://www.the-numbers.com/movie/Trial-by-Fire-(2019)
2019,May 17th,Shuang Sheng,Drama,2504008.0,,2504008.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Shuang-Sheng-(China)(2019)
2019,May 17th,The Star on Wuling Mountain,Drama,730000.0,,730000.0,,,,,,102.0,,,https://www.the-numbers.com/movie/Star-on-Wuling-Mountain-The-(China)-(2019)
2019,May 17th,The Souvenir,Drama,802483.0,1030502.0,1832985.0,,,78400.0,4.0,3.1,119.0,Sundance Film Festival 2019,Contemporary Fiction,https://www.the-numbers.com/movie/Souvenir-The-(2019)
2019,May 17th,Shed of the Dead,Comedy,,38699.0,,,,18960.0,10.0,2.3,86.0,Voiceover/Narration,Science Fiction,https://www.the-numbers.com/movie/Shed-of-the-Dead-(UK)-(2019)
2020,August 14th,Casting na lÃƒÂ¡sku,Romantic Comedy,112753.0,,112753.0,,,,,,83.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Casting-na-lasku-(2020-CZ)
2020,August 14th,The Bay of Silence,Thriller/Suspense,13948.0,1941.0,15889.0,,,1454.0,16.0,1.0,93.0,Set in London,Contemporary Fiction,https://www.the-numbers.com/movie/Bay-of-Silence-The-(2020-UK)
2020,August 14th,Broken Law,Documentary,69141.0,,69141.0,,,,,,85.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Broken-Law-(2020-Ireland)
2020,August 14th,Ausgrissn In der Lederhosen nach Las Vegas,Documentary,382526.0,,382526.0,,,,,,96.0,,Factual,https://www.the-numbers.com/movie/Ausgrissn-In-der-Lederhosen-nach-Las-Vegas-(2020-Germany)
2020,August 13th,Vores mand i Amerika,Drama,11279.0,,11279.0,,,,,,110.0,1940s,Dramatization,https://www.the-numbers.com/movie/Vores-mand-i-Amerika-(2020-Denmark)
2020,August 13th,The Fare,Thriller/Suspense,1243.0,,1243.0,,,,,,82.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Fare-The-(2019)
2020,August 14th,Animal polÃƒÂ­tico,Drama,494.0,,494.0,,,,,,76.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Animal-politico-(2016-Brazil)
2020,August 13th,The Cleansing Hour,Horror,82216.0,,82216.0,,,,,,95.0,Supernatural Horror,Contemporary Fiction,https://www.the-numbers.com/movie/Cleansing-Hour-The-(2020)
2020,August 13th,Eoseoosigeseuteuhauseu,Comedy,25926.0,,25926.0,,,,,,99.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Eoseoosigeseuteuhauseu-(2020-South-Korea)
2020,August 12th,"Yakari, le film",Adventure,3894234.0,,3894234.0,,,,,,82.0,,Kids Fiction,https://www.the-numbers.com/movie/Yakari-le-film-(2020-France)
2020,August 12th,Voir le jour,Drama,269646.0,,269646.0,,,,,,91.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Voir-le-jour-(2020-France)
2020,August 12th,Okei! Madam,Action,9529935.0,,9529935.0,,,,,,100.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Okei-Madam-(2019-South-Korea)
2020,August 12th,LilÃ¢â‚¬â„¢ Buck: Real Swan,Documentary,58552.0,,58552.0,,,,,,85.0,,Factual,https://www.the-numbers.com/movie/Lil-Buck-Real-Swan-(2020-France)
2020,August 13th,Krasotka!,Comedy,381085.0,,381085.0,,,,,,,,Science Fiction,https://www.the-numbers.com/movie/Krasotka-(2020-Russia)
2020,August 7th,Zapretnaya Zona,Thriller/Suspense,8837.0,,8837.0,,,,,,90.0,,Historical Fiction,https://www.the-numbers.com/movie/Zapretnaya-Zona-(2020-Russia)
2020,August 13th,Atakan. The Bloody Legend,Horror,22466.0,,22466.0,,,,,,81.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Atakan-The-Bloody-Legend-(2020-Russia)
2020,August 7th,You Never Had It: An Evening With Bukowski,Documentary,,,,,,,,,52.0,,Factual,https://www.the-numbers.com/movie/You-Never-Had-It-An-Evening-With-Bukowski-(2020)
2020,August 7th,Bir Yalnizlik Sarkisi,Romantic Comedy,1248.0,,1248.0,,,,,,79.0,,,https://www.the-numbers.com/movie/Yalnizlik-Sarkisi-Bir-(2020-Turkey)
2020,August 7th,Waiting for the Barbarians,Drama,745818.0,,745818.0,,,,,,112.0,,Historical Fiction,https://www.the-numbers.com/movie/Waiting-for-the-Barbarians
2020,August 7th,A Thousand Cuts,Documentary,,,,,,,,,110.0,Sundance Film Festival 2020,Factual,https://www.the-numbers.com/movie/Thousand-Cuts-A-(Documentary)
2020,August 7th,The Tax Collector,Action,265759.0,1044212.0,1309971.0,30000000.0,,309694.0,129.0,4.0,95.0,Set in Los Angeles,Contemporary Fiction,https://www.the-numbers.com/movie/Tax-Collector-The
2020,August 7th,Thirteen Kill,Action,980000.0,,980000.0,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Thirteen-Kill-(2020-China)
2020,August 8th,Capel Green,Documentary,,,,,,,,,,,Factual,https://www.the-numbers.com/movie/Capel-Green-(UK)
2020,August 7th,Paydirt,Action,,,,,,,,,83.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Paydirt-(2020)
2021,October 22nd,13 Fanboy,Horror,,,,,,,,,99.0,,Contemporary Fiction,https://www.the-numbers.com/movie/13-Fanboy-(2021)
2021,October 22nd,At the Ready,Documentary,,,,,,,,,96.0,Sundance Film Festival 2021,Factual,https://www.the-numbers.com/movie/At-the-Ready-(2021)
2021,October 22nd,Yes I am Student,Drama,67629.0,,67629.0,,,,,,112.0,,Dramatization,https://www.the-numbers.com/movie/Yes-I-am-Student-(2021-Canada)
2021,October 21st,ulrimeui tansaeng,Documentary,7413.0,,7413.0,,,,,,96.0,,Factual,https://www.the-numbers.com/movie/Ulrimeui-tansaeng-(2021-South-Korea)
2021,October 21st,Uchyonosti plody,,29809.0,,29809.0,,,,,,160.0,,Historical Fiction,https://www.the-numbers.com/movie/Uchyonosti-plody-(2021-Russia)
2021,October 21st,Spooky Jack,Adventure,,,,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Spooky-Jack
2021,October 21st,Nebenan,Comedy,35142.0,,35142.0,,,,,,92.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Nebenan-(2021-Germany)
2021,October 21st,Powerful Life,,320000.0,,320000.0,,,,,,99.0,,,https://www.the-numbers.com/movie/Powerful-Life-(2021-China)
2021,October 21st,Madhura Wines,Drama,287.0,,287.0,,,,,,127.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Madhura-Wines-(2021-India)
2021,October 21st,LÃ¢â‚¬â„¢Arminuta,Drama,567529.0,,567529.0,,,,,,110.0,,Contemporary Fiction,https://www.the-numbers.com/movie/LArminuta-(2021-Italy)
2021,October 21st,Love You Like That,Romantic Comedy,55375.0,,55375.0,,,,,,104.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Love-You-Like-That-(2021-Australia)
2021,November 12th,Julia,Documentary,91531.0,399811.0,491342.0,,,18010.0,5.0,2.8,95.0,Biographical Documentary,Factual,https://www.the-numbers.com/movie/Julia-(2021)
2021,October 21st,hyu-ga,Drama,37490.0,,37490.0,,,,,,81.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Hyuga-(2021-South-Korea)
2021,October 22nd,The Electrical Life of Louis Wain,Drama,976289.0,,976289.0,,,,,,111.0,Biographical Drama,Dramatization,https://www.the-numbers.com/movie/Electrical-Life-of-Louis-Wain-The-(2021-United-Kingdom)
2021,October 22nd,The French Dispatch,Comedy,29512278.0,16124375.0,45636653.0,,,1348804.0,52.0,4.6,108.0,Set in Paris,Historical Fiction,https://www.the-numbers.com/movie/French-Dispatch-The
2021,October 21st,Learning to Live Together: The Return of Mad Dogs and Englishmen,Documentary,,,,,,,,,111.0,,Factual,https://www.the-numbers.com/movie/Learning-to-Live-Together-The-Return-of-Mad-Dogs-and-Englishmen-(2021)
2021,October 21st,Drakulov,Comedy,835698.0,,835698.0,,,,,,87.0,,,https://www.the-numbers.com/movie/Drakulov-(2021-Russia)
2021,May 6th,dang-sin eol-gol ap-e-seo,Drama,33785.0,,33785.0,,,,,,85.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Dangsin-eolgol-apeseo-(2021-South-Korea)
2021,October 21st,The Boy Behind the Door,Thriller/Suspense,122723.0,,122723.0,,,,,,88.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Boy-Behind-the-Door-The
2021,October 21st,Dongbaek,Drama,111085.0,,111085.0,,,,,,109.0,,,https://www.the-numbers.com/movie/Dongbaek-(2021-South-Korea)
2021,October 22nd,Becoming Cousteau,Documentary,58562.0,232285.0,290847.0,,,116974.0,319.0,1.5,93.0,Biographical Documentary,Factual,https://www.the-numbers.com/movie/Becoming-Cousteau-(2021-Documentary)
2021,October 20th,Labyrinth of Cinema,Drama,,4501.0,,,,,1.0,,179.0,,Science Fiction,https://www.the-numbers.com/movie/Labyrinth-of-Cinema-(2021-Japan)
2019,May 17th,Rou qing shi,Drama,20671.0,,20671.0,,,,,,116.0,,,https://www.the-numbers.com/movie/Rou-qing-shi-(China)-(2019)
2021,October 20th,Tom Petty: Somewhere You Feel Free The Making of Wildflowers,Documentary,12336.0,,12336.0,,,,,,89.0,,Factual,https://www.the-numbers.com/movie/Tom-Petty-Somewhere-You-Feel-Free-The-Making-of-Wildflowers-(2021)
2021,October 22nd,The Harder They Fall,Drama,8265.0,,8265.0,,,,,,,Revenge,Contemporary Fiction,https://www.the-numbers.com/movie/Harder-They-Fall-The
2019,May 17th,RocKabul,Documentary,3314.0,,3314.0,,,,,,77.0,,Factual,https://www.the-numbers.com/movie/Rockabul-(Afghanistan)
2019,May 17th,Richard Says Goodbye,Drama,325126.0,,325126.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Richard-Says-Goodbye
2019,May 17th,Room 37: The Mysterious Death of Johnny Thunders,Drama,,,,,,,,,100.0,Musicians,Dramatization,https://www.the-numbers.com/movie/Room-37-The-Mysterious-Death-of-Johnny-Thunders-(2019)
2019,May 17th,The Professor,Black Comedy,3143346.0,,3143346.0,,,,,,90.0,College Professor,Contemporary Fiction,https://www.the-numbers.com/movie/Professor-The-(2019)
2019,May 17th,Photograph,Drama,640492.0,344534.0,985026.0,,,35796.0,13.0,1.9,110.0,Sundance Film Festival 2019,Contemporary Fiction,https://www.the-numbers.com/movie/Photograph-(India)-(2019)
2019,May 17th,Opurnichavite,Adventure,9132.0,,9132.0,,,,,,95.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Opurnichavite-(Bulgaria)
2019,May 17th,Ne Olur Gitme,Drama,2117.0,,2117.0,,,,,,90.0,,,https://www.the-numbers.com/movie/Ne-Olur-Gitme-(Turkey)-(2019)
2019,May 17th,Monster,Comedy,748.0,,748.0,,,,,,139.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Monster-(India)(2019)
2019,May 17th,Mr. Local,Drama,43984.0,,43984.0,,,,,,155.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Mr-Local-(India)(2019)
2019,May 17th,The Meanest Man in Texas,Drama,,,,,,,,,105.0,Romance,Dramatization,https://www.the-numbers.com/movie/Meanest-Man-in-Texas-The-(2019)
2019,May 17th,MÃƒÂ² Vi Mento - Lira di Achille,Comedy,38444.0,,38444.0,,,,,,100.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Mo-Vi-Mento-Lira-di-Achille-(Italy)-(2019)
2019,May 17th,Me & My Left Brain,Comedy,21215.0,,21215.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Me-and-My-Left-Brain-(Oz)(2019)
2019,May 17th,Laal Kabootar,Thriller/Suspense,1496.0,,1496.0,,,,,,102.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Laal-Kabootar-(Pakistan)(2019)
2019,May 17th,Mar,Drama,2621.0,,2621.0,,,,,,103.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Mar-(Portugal)(2019)
2019,July 5th,My Days of Mercy,Drama,51.0,,51.0,,,,,,103.0,Early / Simultaneous Video-on-Demand release,Contemporary Fiction,https://www.the-numbers.com/movie/My-Days-of-Mercy-(2019)
2019,May 17th,Kim Daha Mutlu?,Comedy,27961.0,,27961.0,,,,,,95.0,,,https://www.the-numbers.com/movie/Kim-Daha-Mutlu-(Turkey)-(2019)
2019,May 17th,Matthew BourneÃ¢â‚¬â„¢s Swan Lake,Concert/Performance,813689.0,,813689.0,,,,,,,Ballet,Historical Fiction,https://www.the-numbers.com/movie/Matthew-Bournes-Swan-Lake-(UK)(2019)
2019,May 17th,Une jeunesse dorÃƒÂ©e,Drama,4509.0,,4509.0,,,,,,118.0,,Historical Fiction,https://www.the-numbers.com/movie/jeunesse-doree-Une-(France)-(2019)
2019,May 17th,LajkÃƒÂ³ - CigÃƒÂ¡ny az ÃƒÂ¼rben,Comedy,8529.0,,8529.0,,,,,,90.0,,Historical Fiction,https://www.the-numbers.com/movie/Lajko-Cigany-az-urben-(Hungary)
2019,May 17th,Ã„Â°ÃƒÂ§erdekiler,Drama,2930.0,,2930.0,,,,,,115.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Icerdekiler-(Turkey)-(2019)
2019,May 17th,Konfidensu Man JP The Movie,Drama,35762324.0,,35762324.0,,,,,,116.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Konfidensu-Man-JP-The-Movie-(Japan)-(2019)
2019,May 17th,The Greenaway Alphabet,Documentary,4110.0,,4110.0,,,,,,68.0,,Factual,https://www.the-numbers.com/movie/Greenaway-Alphabet-The-(Netherlands)-(2019)
2020,August 7th,A Night of Horror: Nightmare Radio,Horror,21725.0,,21725.0,,,,,,105.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Night-of-Horror-Nightmare-Radio-A-(2020-Argentina)
2020,August 7th,Max und die wilde 7,Adventure,1408910.0,,1408910.0,,,,,,95.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Max-und-die-wilde-7-(2020-Germany)
2019,May 17th,Hospitalarios: Las manos de la VÃƒÂ­rgen,Documentary,55731.0,,55731.0,,,,,,82.0,,Factual,https://www.the-numbers.com/movie/Hospitalarios-Las-manos-de-la-Virgen-(Spain)(2019)
2019,May 17th,Inemuri Iwane,Drama,1088355.0,,1088355.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Inemuri-Iwane-(Japan)-(2019)
2020,August 7th,A Impossibilidade de Estar SÃƒÂ³,Drama,2529.0,,2529.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Impossibilidade-de-Estar-So-A-(2020-Portugal)
2020,August 7th,Made in Italy,Drama,2624085.0,101339.0,2725424.0,,,33998.0,111.0,2.6,94.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Made-in-Italy-(UK)
2020,August 7th,I Used to Go Here,Romantic Comedy,18340.0,,18340.0,,,,,,100.0,,Contemporary Fiction,https://www.the-numbers.com/movie/I-Used-to-Go-Here
