salesid,theater_count,international,domestic
3736,2,,43593
3737,2473,16500000,23186769
3738,2,45257,31133
3739,6,,655802
3740,2,2823,48764
3741,1,,45759
3742,1,,1131261
3743,,,53256
3744,3040,94879042,117538559
3745,,5297411,
3746,4,1172349,411184
3747,,,
3748,2,327560,9216
3749,,,
3750,11,1244254,7760
3751,3482,90444659,80360866
3752,1,,4171
3753,5,,134078
3754,,,
3755,4,,28468
3756,24,10000000,1348205
3757,2,,71158
3758,10,,100085
3759,2405,23452761,26692846
3760,24,,96868
3761,4,781585,1321194
3762,3715,193915271,176654505
3763,2926,90793137,55802754
3764,1,358753,237181
3765,8,5435008,1024175
3766,3020,62142777,84351197
3767,3,,7072
3768,11,,252788
3769,,,
3770,5,4604134,1361512
3771,1,670512,568662
3772,4,15837680,5359774
3773,,,236957
3774,3395,421135165,142614158
3775,2,,168226
3776,3,,148994
3777,4,7376,154521
3778,2,,2968
3779,3648,294226015,176760185
3780,2913,38753649,37243418
3781,7,1082740,1120914
3782,2534,43414417,169705587
3783,2888,4093011,37053924
3784,3155,112423522,42587643
3785,2040,5600000,11862398
3786,1,,17309
3787,2,9312217,1612430
3788,1,,49976
3789,2,70314,17479
3790,10,,184705
3791,3015,42061112,21295021
3792,2,1167248,5043
3793,3114,22222000,18298649
3794,6,5157,20778
3795,1721,45324921,13843771
3796,,,
3797,3295,42144807,38536376
3798,1,,40548
3799,12,,229653
3800,11,,28850
3801,7,504857,454121
3802,2614,35629408,36665854
3803,2760,15079745,24046682
3804,3,1637,841056
3805,2555,1046419,24814830
3806,2,,6035
3807,1826,15426506,31177548
3808,143,,154604
3809,3328,8830890,17686929
3810,,,
3811,1,,12358
3812,1,,20726
3813,2806,,18877153
3814,,,
3815,1500,,2529395
3816,3222,61893497,75658097
3817,1507,24521,508714
3818,,,
3819,10,35000000,66099
3820,5,,5073
3821,1869,10558270,13657115
3822,,,
3823,,,38151
3824,1,,312187
3825,4,235718,59774
3826,2886,46297241,35060689
3827,2476,14815389,9659074
3828,1,,27253
3829,5,2608758,163753
3830,,,23901
3831,2408,929380,10324441
3832,10,,471334
3833,3118,58561204,28087155
3834,3507,23781945,72286779
3835,2986,40284060,25124986
3836,1,,60335
3837,4,3183298,538690
3838,2993,35695343,75605492
3839,4,18883,67071
3840,1,,183342
3841,2,,81212
3842,35,,143986
3843,,168968,
3844,1,1092993,484592
3845,2458,6318617,35016118
3846,2,,35148
3847,1,,13420
3848,,,
3849,1161,663663,35017223
3850,2661,20339826,21302340
3851,1,,55518
3852,2,576107,47185
3853,6,,10935
3854,3,3243063,1728953
3855,3002,16152701,14011084
3856,1,111664,40634
3857,8,1016749,200558
3858,9,53993,53630
3859,,,
3860,3440,178417032,85463309
3861,2199,36773391,40962534
3862,1,,3242
3863,33,7451541,4430650
3864,,,
3865,,,
3866,5,3550307,36884
3867,3549,11187092,51802742
3868,3,1641521,45470
3869,2150,480386,7204138
3870,2996,10573144,16999934
3871,,,
3872,10,769716,16816
3873,1,,36056
3874,2,918167,1065429
3875,1,,4373
3876,1,28644,303791
3877,1,,5580
3878,1552,156233690,8406711
3879,,,
3880,6,12868487,611709
3881,56,15079641,5353586
3882,4,2457873,2981038
3883,,,
3884,,,
3885,3321,103011037,104028807
3886,,,150886
3887,975,,1891936
3888,,1628770,
3889,3017,119500000,20377913
3890,,3317662,
3891,265,11352217,4463292
3892,3122,127550020,37553932
3893,,,6840
3894,4,333009,3395391
3895,2,3293,92822
3896,3952,405726973,149260504
3897,11,2841276,99612
3898,2272,8434917,13109815
3899,2,,53714
3900,,1019343,
3901,1,,49852
3902,,,
3903,10,1117898,30680
3904,3367,72376376,78046570
3905,6,,162138
3906,1910,47300000,37306030
3907,3112,128058418,83504017
3908,12,326765,223880
3909,3438,76361060,74158157
3910,1,6095119,16075
3911,19,18786450,3030848
3912,,,
3913,29,92882839,82624961
3914,1,4150054,130271
3915,2,969407,9120
3916,3606,93950000,64006466
3917,1,,11740
3918,4,18957408,10352
3919,,,
3920,5,277000,22088
3921,4,9105448,5702083
3922,3376,101705691,46462469
3923,1277,106183277,73864507
3924,244,19643167,14597405
3925,4,83446549,44667095
3926,3440,72346000,88625922
3927,1,,39522
3928,,,
3929,21,,22049
3930,3,,2647
3931,10,16410548,4002293
3932,2,,37710
3933,2,,6361
3934,,,
3935,2750,8206828,30542576
3936,4,57278995,24149393
3937,8,6438785,16311571
3938,1,,40106
3939,3723,215981134,133107389
3940,5,35565407,2546747
3941,5,,17977
3942,3703,348815025,186848418
3943,2914,136858177,102515793
3944,,5524307,3014696
3945,3087,296402120,77591831
3946,3,,10189
3947,3,20940300,3520458
3948,3117,43104523,75624550
3949,6,23400000,31847881
3950,2324,41388221,21443494
3951,2376,76932170,79883359
3952,4,,769552
3953,1,1205,832
3954,,,
3955,4,2379,176669
3956,9,,9600
3957,1,,7825
3958,2285,48496545,53262945
3959,1,421859,3519
3960,,,
3961,2863,31878855,66528000
3962,,,
3963,2735,225801,30932113
3964,2,39956,47718
3965,7,138362,18000
3966,1,75489,154691
3967,2,,20370
3968,2439,17432304,18942396
3969,2512,489121,49876377
3970,1,,44883
3971,1,,10357
3972,3078,98058891,62321039
3973,,,
3974,2998,31001440,18620000
3975,2737,9782694,26414527
3976,3185,29669040,51580136
3977,,,
3978,2129,5111380,20157300
3979,2907,59106615,64575175
3980,1,137301,1567
3981,20,933139,78396
3982,2855,74622608,54333290
3983,2,,6504
3984,1,79046,197785
3985,3,9698557,6994218
3986,3470,214285872,103860290
3987,5,571101,969239
3988,3119,81702771,126181630
3989,2958,72604130,125014030
3990,5,24779,561054
3991,1,,15151
3992,1,305,3163
3993,3174,97443353,51774002
3994,4,,70526
3995,,,10082
3996,53,,789752
3997,3189,102213766,54760791
3998,3039,12484188,70012847
3999,2186,6417984,11682205
4000,3,102294,122593
4001,2002,6871779,17288155
4002,4,4519704,540152
4003,1,,7643
4004,3055,48296323,54731865
4005,24,22216,201436
4006,1890,2340359,18450127
4007,1,,42582
4008,369,7106679,7251073
4009,2,237557,2552478
4010,3749,209719421,73058679
4011,18,23967116,9041540
4012,,,
4013,2124,3871023,12739737
4014,3,,24565
4015,,,
4016,1,78146,759
4017,3121,64364762,138447667
4018,382,2537469,5909483
4019,2,3671957,70740
4020,,,46635
4021,2,,13569
4022,231,,411746
4023,,,
4024,3,19105,17801
4025,,,
4026,2,97943,4876
4027,,,
4028,9,,31478
4029,14,36145,5355847
4030,31,2726137,1126027
4031,4137,269912687,408010692
4032,2,11098,75233
4033,5,,3483795
4034,258,2853692,4164911
4035,33,5770061,48366
4036,3603,108678315,64935167
4037,,,
4038,3545,221600000,83670083
4039,2,1035296,3010
4040,3192,180040376,56758835
4041,3,,34665
4042,4,316764,1007535
4043,1,,22393
4044,4,2379,176669
4045,,,
4046,1,,9750
4047,136,,595018
4048,,,
4049,1,,26464
4050,1,,34025
4051,,,
4052,2308,19616184,14326865
4053,2811,28609857,42073277
4054,,2066306,135985
4055,3477,9714025,44338224
4056,,,
4057,1563,7869364,28965459
4058,4,406994,793352
4059,1,,1333
4060,3,,13714
4061,42,3906254,1413480
4062,2,,53953
4063,3155,36176695,60457138
4064,2,727223,3838
4065,2015,21826559,91547205
4066,3,,59736
4067,,,
4068,3,902486,9204489
4069,,,5549
4070,1,,625
4071,6,1160723,157427
4072,,,
4073,2266,24353133,17142080
4074,5,21433,408015
4075,2936,32923534,28700285
4076,,,7396
4077,3358,105092479,31051126
4078,2203,14593529,16008272
4079,11,1090276,10011
4080,5,1001666,908235
4081,3,,40846
4082,,,
4083,4349,891742301,623357910
4084,27,88256141,46383639
4085,6,,110013
4086,,,
4087,3755,158475519,79727149
4088,322,1971122,2609412
4089,14,804082,122550
4090,,,
4091,,,
4092,1,,8631
4093,50,,92476
4094,2,13882,4321
4095,,,
4096,3008,120498675,59650222
4097,,,
4098,3690,248244317,65233400
4099,2,,56491
4100,,,809590
4101,1,729309,232070
4102,1,,112679
4103,5,13538774,1804139
4104,,,
4105,,349858,18464
4106,20,,18395
4107,3,22567144,176988
4108,2,,15674
4109,2,,13266
4110,3,12699,2521
4111,5,,9915
4112,3021,47320813,41152203
4113,1,173309,109983
4114,2433,24292081,18119640
4115,30,,27900
4116,4,23335980,45512466
4117,1,,14057
4118,,80805,
4119,55,,1832541
4120,1,,30655
4121,200,109099,139034
4122,3,,26608
4123,86,6159892,370904
4124,3773,245884991,155136755
4125,,,
4126,16,6044657,120462
4127,1,88797,166228
4128,4,257351,252603
4129,4258,530529789,216391482
4130,,,38691
4131,3396,275971181,126477084
4132,9,411361,4010957
4133,2,14576364,86637
4134,,,
4135,3470,22513319,38518613
4136,,,
4137,9,95492,107921
4138,13,1493107,1597486
4139,3108,99970591,37519139
4140,4164,317324350,237282182
4141,1625,4688221,7078738
4142,4,,71968
4143,5,57605953,16684352
4144,4,10469386,12795746
4145,2930,56828182,113721571
4146,3,16887,214588
4147,2055,185680,12431792
4148,3,8948401,3965090
4149,30,3623640,1239692
4150,3239,337350887,218665740
4151,4318,495859604,262030663
4152,2730,7374368,25326071
4153,1,,10550
4154,,3696,
4155,2,,6106
4156,2628,35190390,47323100
4157,8,,10000
4158,4,23029,102388
4159,,5804574,
4160,10,,44689
4161,1,,6497
4162,3881,718443294,161321843
4163,2,14469363,49521
4164,1,2330763,901954
4165,3,908575,240381
4166,4,,44830
4167,,135888,510334
4168,15,38095,14686
4169,4404,634089008,448139099
4170,3,103101,2401999
4171,1,2045,2011
4172,13,6235398,2540106
4173,5,318682,489074
4174,3,3367465,1291645
4175,,,
4176,2567,130477613,35074677
4177,3168,32777045,34353000
4178,2,4040908,100343
4179,4,684282,3103407
4180,3391,28221033,49008662
4181,1,,6559
4182,,,
4183,1,,5757
4184,10,250772,5783
4185,1,,28450
4186,2361,69549284,63536011
4187,2,6785462,633210
4188,,,
4189,4,,338803
4190,3745,167152050,113203870
4191,3205,18000000,86907746
4192,,,
4193,2598,3395709,51853450
4194,1,511415,319285
4195,24,6116988,743636
4196,1,,16594
4197,3429,52116611,56003051
4198,1,8229,58825
4199,2244,262854,24397469
4200,70,6828388,95933
4201,3316,226951064,85028192
4202,,,
4203,3,,2432
4204,1,,38492
4205,2255,11117755,20275446
4206,2,3294258,2672413
4207,1,,213299
4208,810,5700462,4936819
4209,,,
4210,2888,16996396,37397291
4211,12,3702,20984
4212,,,
4213,2,11242,5206
4214,2816,33794476,49130588
4215,,6770790,
4216,1,8350,12396
4217,47,12130631,446770
4218,1,146,390024
4219,1,1109,21154
4220,2,,106709
4221,5,213069,246112
4222,1511,21597623,3763583
4223,7,2143322,83566
4224,2801,4874870,11494838
4225,3,783986,203654
4226,197,27911139,7919574
4227,,,
4228,4,824774,319176
4229,3012,198302098,42345531
4230,5,34631972,16247159
4231,3,,3003
4232,5,,61465
4233,3,261633,1004821
4234,2506,28052892,13414714
4235,2730,16583235,41003371
4236,,,14056
4237,3083,12492066,31611916
4238,4,9575,123814
4239,1,,24090
4240,4,15326355,17742948
4241,3212,12055776,35763137
4242,1,,4975
4243,,,79627
4244,3349,229910141,148313048
4245,2992,103980200,66486205
4246,335,51043254,65001093
4247,,22024849,
4248,,,
4249,2,180335,134109
4250,1,,244092
4251,2515,434949,5310554
4252,1,,7426
4253,90,31706,73000
4254,3,,9050
4255,12,,126238
4256,,,
4257,3005,45863000,35287788
4258,3661,237953117,139854287
4259,2,,210752
4260,110,1576792,364875
4261,11,3350463,677200
4262,16,1824984,100345
4263,1,2620619,100915
4264,,,
4265,3232,91115254,136025503
4266,1,6885,14062
4267,3014,27948940,45290318
4268,4,,28026
4269,6,,236806
4270,2,,7711
4271,1480,18011687,15024049
4272,2527,39640904,48086903
4273,4,123128,375981
4274,,,
4275,2,282702,471842
4276,2,3589372,641054
4277,3412,88917657,53900335
4278,2539,9538347,25888412
4279,,,1428
4280,2,,219407
4281,2,,25342
4282,31,24578459,212094
4283,,,
4284,19,,22836
4285,4,5492753,6002451
4286,2002,2298065,6002756
4287,2008,103564882,27108272
4288,3014,1757077,9409538
4289,1,,34577
4290,2933,38445453,17530219
4291,,,
4292,2,115141,129579
4293,,,
4294,9,6477215,1561577
4295,4,,5102
4296,,,
4297,1884,66786063,93772375
4298,1,,60064
4299,2,,1142
4300,23,1514640,30668
4301,14,,63595
4302,1868,6384898,15634090
4303,2,14034415,142242
4304,1,91451,3361
4305,3752,307098844,189412677
4306,1,,18869
4307,,268337,612089
4308,1,,13377
4309,,,
4310,11,91138308,182207973
4311,2,,646
4312,3505,806166704,304360277
4313,6,58010,88212
4314,6,,41113
4315,,,
4316,16,58188260,12816367
4317,,,
4318,,64323,
4319,1,,7413
4320,16,104319495,132092958
4321,2927,494323346,124987022
4322,2725,3357367,44806783
4323,3653,203488144,103412758
4324,1,,601
4325,17,18734167,6008677
4326,3,,325653
4327,1,,116476
4328,,,
4329,1,,14518
4330,2424,24292902,14945541
4331,,,
4332,1403,2079340,6810754
4333,3,1539728,5460
4334,1,45127,2651
4335,11,1607284,66351
4336,,2126384,
4337,4,4866293,6376145
4338,1,,6543
4339,61,1074136,20998
4340,1,,15312
4341,2837,14702360,13103272
4342,1,,19375
4343,4,,50292
4344,2,16470,37745
4345,11,3557,19537
4346,,,
4347,16,56505,201395
4348,2,3262,1294
4349,1,,3386
4350,2,,5719
4351,4045,711934977,303003568
4352,,,
4353,3,30048090,6738954
4354,2431,4160459,37134215
4355,5,38891719,95720716
4356,,5901752,
4357,840,21640239,12512862
4358,3352,137300000,80070736
4359,3,,610792
4360,4,8592474,720828
4361,15,150570724,19019882
4362,3010,287036132,162805434
4363,3367,43565087,77267296
4364,5,97653,309864
4365,,,
4366,,,
4367,2,37790578,18388357
4368,1,,701278
4369,2654,13324068,34341945
4370,2160,19880875,40041683
4371,,,
4372,3103,58100000,46000903
4373,1,,18529
4374,,,
4375,2620,17413813,19701164
4376,,10390,
4377,45,,156996
4378,2647,76467386,71628180
4379,2913,36280458,12050299
4380,1,,141951
4381,,,2019
4382,2224,30926747,17616641
4383,,,4917
4384,2404,13108140,9489829
4385,2,,7529
4386,2,,342941
4387,1,,37731
4388,3,183755,2408553
4389,3009,48453650,66380662
4390,,,35586
4391,3141,40854658,134506920
4392,4,,10443
4393,2605,34569381,32172757
4394,,,5964
4395,3553,236900000,67349198
4396,2950,40830738,19452138
4397,3223,22651831,71399120
4398,4,2924599,2341226
4399,,,
4400,,,
4401,263,,1559556
4402,2313,10285444,17418667
4403,,,
4404,2,,4327
4405,1,,4150
4406,1,,4150
4407,2511,14977272,42930462
4408,2771,16513386,25682380
4409,35,,231378
4410,1,,368724
4411,3525,132500000,65187603
4412,1,,76202
4413,,,
4414,1118,164921,1034589
4415,7,10331788,1703125
4416,2,,9342
4417,2700,10269404,15179303
4418,1,,6115
4419,,,
4420,2188,8704679,10895295
4421,23,,61018
4422,261,11559205,3346264
4423,50,,45000
4424,,,19186
4425,3912,255588055,234770996
4426,1,,89435
4427,19,13304,21832
4428,,,
4429,9,,9432
4430,,,
4431,,,
4432,3,17024965,14124286
4433,2507,17949098,51872378
4434,3160,4854728,22537881
4435,,,
4436,2160,726349,18007317
4437,10,,2638
4438,9,,13737
4439,1,145263,99070
4440,1,,53692
4441,2,60216,16769
4442,2,,200238
4443,3098,73951336,98927592
4444,4046,385900000,187168425
4445,2,4200068,7034
4446,,,
4447,,,
4448,3719,253217645,122523060
4449,3202,37853350,26623701
4450,4,25607930,21403519
4451,,,
4452,,708753,
4453,2,,6558
4454,5,,1632
4455,3025,44802091,54239856
4456,16,,129102
4457,,,
4458,1,9918,24082
4459,2,406736,6997
4460,4,20271459,2322593
4461,1,140783,444098
4462,3003,2450488,95020213
4463,,123407,
4464,15,70448,1436862
4465,3,,60818
4466,,,
4467,17,977377,584563
4468,,,111794
4469,188,90054,2850357
4470,1,,4956
4471,3783,198809398,89107235
4472,355,375250,1165881
4473,,,
4474,2,,71906
4475,248,,207853
4476,4,510,379791
4477,15,,24529
4478,363,9966873,21590086
4479,3277,31400000,49875291
4480,,,
4481,2633,26606623,21819348
4482,,36211,
4483,3,,528731
4484,,,
4485,,,
4486,1,,29634
4487,,,11157
4488,4253,806400000,408992272
4489,2,,14752
4490,4,16173,516719
4491,4,1693327,1930282
4492,1,221501,1065000
4493,1,,100401
4494,110,,40179
4495,,,
4496,,,
4497,53,284621,75121
4498,2041,130101,9177065
4499,3535,208800000,144840419
4500,4,,51271
4501,3868,238602923,228778661
4502,,,
4503,5,,107352
4504,4,7151223,4067398
4505,2,2161,60166
4506,5,15130568,8110621
4507,3882,155275759,107518682
4508,1,6502580,717205
4509,3401,190977568,60522097
4510,,,
4511,,,
4512,2925,225045211,117723989
4513,4,753307,2274649
4514,1,,17646
4515,4,47109,1315500
4516,4,43314,371245
4517,,,
4518,5,,4328850
4519,,,
4520,3366,49000000,44672764
4521,2536,26793466,64473115
4522,17,,27160
4523,16,,66680
4524,1,,35431
4525,,,
4526,4207,376954000,291045518
4527,2,,117090
4528,5,6561759,5845732
4529,,1217880,
4530,1,,26826
4531,4004,474967481,268488329
4532,5,,153620
4533,2,9511765,1698952
4534,3607,329154939,202706711
4535,5,,39192
4536,13,,6388
4537,15,,127257
4538,6,7292,85252
4539,59,,171740
4540,19,13556787,36686
4541,3181,70146187,159581587
4542,3222,132336603,73103784
4543,2,,105998
4544,3997,607151450,368065385
4545,876,83204,32244051
4546,3904,170700000,89302115
4547,,,
4548,,39319,78950
4549,,,
4550,3,587000,16119
4551,,,
4552,,,16757
4553,7,1450647,16098998
4554,3491,113355283,133668525
4555,,48922,
4556,3275,309200000,101802906
4557,15,,8088
4558,,24436,1154466
4559,1,33293,55824
4560,,,
4561,,,20669
4562,2,25811,102041
4563,3806,203868448,83028130
4564,5,281293,2073582
4565,,1212304,
4566,,27680,
4567,351,1193150,1378591
4568,,,
4569,78,3718711,775849
4570,2852,45457823,33618855
4571,3016,88244795,53262560
4572,1,740397,486919
4573,2903,180344261,137400141
4574,6,69508090,33404871
4575,,,
4576,,,
4577,,285593,
4578,,,5274
4579,591,637159,3491669
4580,3924,283900000,132556852
4581,1,,18938
4582,3866,277529739,71017784
4583,,,365548
4584,3025,56880555,75612460
4585,,,
4586,3,,125687
4587,1,2704,59671
4588,4,63980,6852971
4589,3031,132300000,68559554
4590,,,
4591,3284,193141974,93050117
4592,2,28293874,34657
4593,3,175940,2963271
4594,,,
4595,118,85015,352755
4596,,,
4597,14,575972,205139
4598,,,
4599,3,683398,391611
4600,4,75833,2137573
4601,3,5660,199274
4602,1,,3078
4603,2381,27271105,16131410
4604,2940,34333924,28795985
4605,2933,60393403,116632095
4606,2459,8952113,7388654
4607,2,,120459
4608,3118,44800146,31165421
4609,,5272302,
4610,2,63394,343706
4611,14,,36746
4612,,,
4613,4,1295435,1013100
4614,,5617460,
4615,1,,59081
4616,1551,21119787,26004851
4617,3,529766,79813
4618,2437,8393171,18494006
4619,870,796531,5750995
4620,2,,174496
4621,2,,45175
4622,2130,1312051,10501938
4623,14,,14928
4624,3,,20486
4625,14,181697,85726
4626,,,
4627,2,,8348
4628,57,535014,302020
4629,,210,
4630,,15557,36228
4631,1,,138811
4632,10,,4980
4633,,6452,
4634,,3104,9722
4635,,,77619
4636,2,14448,9939
4637,3107,52738623,42025135
4638,4,,583633
4639,412,,1327841
4640,2,,36128
4641,32,,61847
4642,,,
4643,,,
4644,1,,92336
4645,1,1972,39901
4646,,,
4647,1,,38933
4648,2,,10068
4649,11,,14836
4650,1,,157937
4651,,,
4652,3091,43670131,36918811
4653,4,8070577,17550872
4654,,,
4655,10,,18642
4656,2,,67414
4657,2008,7835022,8888355
4658,20,,55301
4659,53,52128,849521
4660,3260,52359418,61002302
4661,5,71283215,26947624
4662,269,2752348,1066256
4663,,,
4664,20,,38856
4665,,129288,30743
4666,1,,10278
4667,2027,1316327,21569509
4668,4001,154599082,119793567
4669,2422,16790875,24477704
4670,28,20690,1205079
4671,4,,4029
4672,1,,696241
4673,,,
4674,2,271689,81381
4675,,,
4676,1,,49128
4677,3,,157690
4678,6,573392,4556
4679,,,
4680,2,,38361
4681,1,10559,5788
4682,3575,414121586,274092705
4683,1,,16987
4684,9,30345,258427
4685,5,1667495,7886
4686,257,974914,641439
4687,387,7882858,5842961
4688,3026,41196034,19316646
4689,,,
4690,8,34101,219346
4691,,1960521,
4692,1,,15009
4693,1,,27595
4694,3020,113511767,107136417
4695,3,,2241
4696,30,,171962
4697,15,,9195
4698,1,,51229
4699,,,
4700,2538,10264848,8008161
4701,461,63396,1162635
4702,,,6147
4703,147,11695,494608
4704,,,
4705,,,9417
4706,4,1054866,1029949
4707,19,124093068,56671993
4708,2,,146702
4709,6,,9802
4710,1,,2254
4711,3157,47142901,35266619
4712,,,
4713,2883,78600000,25135965
4714,,144420,
4715,457,115662,2387730
4716,,,
4717,1769,2900000,3254172
4718,,,42733
4719,1,,16772
4720,,34242,
4721,3336,58900000,102003019
4722,3,42234,99127
4723,3044,54035619,16973715
4724,1,52018,124244
4725,175,71685717,15323921
4726,,,
4727,,,4734
4728,9,33313560,27298285
4729,,11611623,335360
4730,3407,66246092,61737191
4731,3736,54636592,55750480
4732,,,
4733,,2054941,
4734,1,,33300
4735,1,,49072
4736,1,,14000
4737,,,
4738,,,
4739,2,,31736
4740,,,9796
4741,86,661443,258656
4742,68,1071499,60360
4743,5,262182,381703
4744,4,54598230,21488481
4745,1,,20709
4746,,,
4747,3841,438240376,206362140
4748,,,
4749,,,
4750,,,
4751,,,
4752,,,
4753,4,7106448,17654912
4754,2024,2310515,70525195
4755,1,,108118
4756,3036,24956505,30659817
4757,3,,132409
4758,1,,145088
4759,4,61253413,37709979
4760,5,301829,1632000
4761,4163,440200000,424668047
4762,1516,435996,7018188
4763,1,864643776,400953009
4764,2570,31536870,20158492
4765,583,1149909,2193658
4766,4,21567317,8323085
4767,3,23258,121418
4768,2101,4103526,11330849
4769,,,
4770,4,19695038,13248209
4771,,,
4772,,2035221,
4773,,,
4774,3,237280,24084
4775,,,
4776,1,,4960
4777,6,107760487,150098456
4778,,1722399,
4779,15,31662764,83299761
4780,,,6420
4781,3903,701116914,258241522
4782,2194,,52543354
4783,3507,44833047,127413176
4784,,,
4785,2,694217,21648
4786,3231,87292721,36076121
4787,,,
4788,2689,113354340,38362475
4789,5,13000000,37738810
4790,2838,40000000,29817991
4791,3,262051,1233347
4792,2909,129624345,58236838
4793,2537,272969720,116949183
4794,2,24709031,125095601
4795,,,40862
4796,2867,58442482,32462372
4797,21,15332,16971
4798,1,,43393
4799,2,,3453
4800,1,,4790
4801,,,
4802,2104,40104781,18848538
4803,2,534926,56823
4804,,,4404
4805,6,258007,32828
4806,2544,20324626,15821461
4807,3387,80800000,50577412
4808,16,48362,4304
4809,2663,19531235,134202565
4810,3427,58278428,64251538
4811,,,
4812,,,
4813,385,,1359910
4814,3,,2110357
4815,2753,55500000,19075290
4816,2,,11805
4817,1,,81470
4818,,,
4819,20,29156,53837
4820,,18861,
4821,,,
4822,2809,27000000,26068955
4823,1,4743,2109
4824,2,,172120
4825,,,
4826,13,,32846
4827,,,
4828,,,
4829,4,,143178
4830,,,6047
4831,,379584,
4832,3083,80671128,78031620
4833,,,
4834,1,,13769
4835,2676,42846,7791979
4836,,,
4837,3372,184374792,58607007
4838,2253,1808176,48637684
4839,2,,19731
4840,,,
4841,2896,11279923,23438250
4842,52,,91401
4843,,,25274
4844,,,
4845,2872,8261901,30697999
4846,18,,15071
4847,10,,2734
4848,2,,330083
4849,266,252048,444179
4850,2658,85300000,23169033
4851,,,
4852,3090,130640895,91742160
4853,,1321097,
4854,3260,11249729,59700064
4855,2,80697,56574
4856,3,11286386,4231500
4857,3,,869838
4858,3470,224200000,106580051
4859,26,,127115
4860,,2648068,
4861,3934,158300000,111506430
4862,4,104427495,59076019
4863,6,63531,7779614
4864,61,,72273
4865,1,,55032
4866,1,3585010,1005824
4867,,,
4868,,,
4869,1,,40169
4870,60,,61446
4871,1896,,15995891
4872,291,163256,3322127
4873,2,,59424
4874,3936,125067070,150947895
4875,1,,33817
4876,,,
4877,,,
4878,3194,28133408,51178893
4879,29,1308406,785896
4880,1,,206909
4881,,,
4882,,,
4883,18,74239,88100
4884,664,,5571497
4885,3,2087419,1509131
4886,,,3576
4887,9,109406,138991
4888,3567,251631021,101200044
4889,2486,7867925,10508518
4890,1,,50257
4891,18,,275658
4892,3,8100000,153426
4893,13,,12087
4894,3938,454654931,259746958
4895,,,
4896,,650881,
4897,37,419850,11269741
4898,2,326747,327167
4899,1,,247159
4900,4,4615682,2614251
4901,79,4100000,57105
4902,9,159903,136257
4903,2781,1005243,28842237
4904,1,,16878
4905,3,,51610
4906,,,373375
4907,,,6796
4908,2648,16420250,27695246
4909,,,
4910,3948,361307856,131538435
4911,4,19471772,4438438
4912,3455,80016949,23022309
4913,45,38418,9134
4914,2310,3877374,17329487
4915,,1505231,
4916,,,
4917,1720,371552,17780194
4918,5,22022226,3747833
4919,,,
4920,,,
4921,7,,11428
4922,7,178618,258384
4923,2647,53024395,20396829
4924,2,,67105
4925,10,16923,9326
4926,4,717744,1370646
4927,,,
4928,3205,111200000,83911193
4929,2027,9903937,8509867
4930,,,
4931,,,21130
4932,,,
4933,,3361,
4934,4,5784718,10726630
4935,,,34768
4936,13,9219,39850
4937,1,,30662
4938,,,
4939,3,11471295,3827060
4940,3,,49591
4941,4324,506142403,202853933
4942,51,5506050,59209
4943,6,15405305,31424004
4944,18,7330,1538898
4945,3279,120857628,150086800
4946,4,388577,767732
4947,11,48,7078
4948,2,2065775,200406
4949,,,
4950,,,
4951,,,
4952,3952,328400000,200676069
4953,1,37870,54529
4954,3019,2769953,36447959
4955,,,
4956,3,5571555,2013456
4957,,165329,
4958,3555,81700000,46290741
4959,,1369354,423223
4960,,,133296
4961,1,,17282
4962,,127167,
4963,,2890810,
4964,10,1174538,2171257
4965,3996,513941241,233921534
4966,,,
4967,1,,25866
4968,1,1228,101310
4969,1,32824,48995
4970,3948,517129407,241407328
4971,2,1102676,271755
4972,94,260554,3409304
4973,,1200000,
4974,,,
4975,1,,153908
4976,3490,266822724,100206256
4977,3,201454,3122616
4978,17,50382,31900
4979,3,2544,212701
4980,,,18823
4981,,5365,
4982,3173,182294484,124872350
4983,,,
4984,1,,9221
4985,,247123,
4986,,,
4987,3306,139614539,191719337
4988,,,
4989,1,,51748
4990,4253,437583346,177002924
4991,,,
4992,2,,99555
4993,,,
4994,,,
4995,5,2071053,1109199
4996,120,2064426,600896
4997,1,,190229
4998,2,,102617
4999,,,14344
5000,2905,18235719,47047013
5001,,,
5002,2225,4999246,65028687
5003,5,1070272,1019038
5004,1,,13137
5005,2,769801,723593
5006,,2589,7791
5007,5,51584966,16170632
5008,,8660022,
5009,1,,60537
5010,,82780,
5011,,,
5012,,,4419
5013,3,,75881
5014,3,,14444502
5015,3230,3239703,38934842
5016,,,
5017,3465,11882223,84525432
5018,,,4804
5019,23,8791,810454
5020,1,743933,13347
5021,,,
5022,5,31893074,25379975
5023,3967,502098977,208545589
5024,4,,727430
5025,,,
5026,,2191,
5027,1,,2955
5028,1,,256682
5029,,,
5030,4,515927,336472
5031,736,,1557494
5032,3062,87526036,38543473
5033,2806,39972331,71562550
5034,68,3000066,3591299
5035,1,,46874
5036,361,18831035,17237855
5037,1762,2759212,15160801
5038,,,
5039,4,,30312
5040,3595,170700000,72688614
5041,3173,330933816,126573960
5042,17,22983998,10534510
5043,432,,2827393
5044,1,,19183
5045,,,
5046,,39952,
5047,,,
5048,4,13287735,3600006
5049,8,,37949
5050,,2882,120980
5051,4080,437168283,333714112
5052,,,
5053,,,
5054,,,5338
5055,,,
5056,1,9813,24545
5057,3434,102827177,47602194
5058,3845,293800000,191204754
5059,2,,44582
