salesid,theater_count,international,domestic
1302,,1350056,3493516
1303,2,2214750,1751698
1304,6,300000,200992
1305,2,38138,353580
1306,6,1581757,44540956
1307,2757,49500000,57712751
1308,3057,36674859,59475623
1309,1,,76481
1310,2801,48000000,24004159
1311,2694,53464968,114326736
1312,7,14916723,541682
1313,1,,38150
1314,,,
1315,2,130205,358804
1316,1,,3826
1317,1,,2509
1318,,28920,376552
1319,2811,141600000,77073959
1320,868,102034442,119114517
1321,2726,42300000,69148997
1322,1,,7522
1323,2303,34935376,81001787
1324,,,61439
1325,2175,43000000,19176754
1326,4152,421173072,373524485
1327,98,,314000
1328,20,5424524,5792822
1329,,5187197,13337299
1330,56,2100000,5763875
1331,3086,151775561,51877963
1332,3091,5339356,84136909
1333,3,1001136,1222708
1334,26,1015965,2276368
1335,2207,15869,9408183
1336,1,,67820
1337,1,,9386
1338,47,2267279,3835551
1339,2625,18674309,51438175
1340,14,,93370
1341,1,,11255
1342,3420,203828562,144801023
1343,7,7911534,6529624
1344,16,35223,564535
1345,5,9211,1029017
1346,3117,41875667,40202379
1347,1,,4397
1348,1,,19257
1349,3165,134913674,176087450
1350,9,9246486,26782316
1351,,,
1352,11,1100000,365134
1353,1,110000,1174079
1354,1,,54419
1355,2135,1249387,18225165
1356,,,62673
1357,2867,30187161,65948711
1358,3730,143444114,114197520
1359,2057,21463389,6768055
1360,1,,22826
1361,3,1591176,197148
1362,3188,117432815,100170152
1363,1,,31747
1364,2445,1336164,20422207
1365,47,25017759,30500882
1366,7,277517,19067
1367,4,,159279
1368,3472,39564000,95149435
1369,7,276260,2037545
1370,877,,3817362
1371,3,1748963,933637
1372,2803,2142678,41814863
1373,4,744799,603951
1374,96,4450000,1109100
1375,1,21818,672105
1376,10,5341090,732036
1377,,,190424
1378,2730,6964845,58156435
1379,1,,77888
1380,2905,38800000,31526393
1381,1,,3270
1382,4,,176610
1383,2,,54444
1384,1276,246047,9109322
1385,1500,11036,8712564
1386,3,264126,366301
1387,1051,3000000,16123851
1388,2115,900000,15712072
1389,,,
1390,2,,223878
1391,1303,,11540112
1392,1,,9501
1393,4,1236000,82382
1394,2598,8575819,13001257
1395,1,,13835
1396,2749,29449800,32003620
1397,77,13543,929233
1398,2,,73287
1399,3284,74428656,50740078
1400,4,,184825
1401,8,,159429
1402,47,,1043896
1403,10,2958074,398179
1404,2,19243,36830
1405,2,,19590
1406,1062,300000,392000
1407,,,
1408,114,,1017376
1409,3170,11970774,37760080
1410,2034,24803891,16862585
1411,6,,329723
1412,1,,1339668
1413,2260,1364074,9055010
1414,4,,72115
1415,1,,9496
1416,1,,2227
1417,,,
1418,607,16289712,13542874
1419,3104,50500000,66711892
1420,35,,463730
1421,3,38209793,16756372
1422,3,75229,198975
1423,163,900,613252
1424,4,7250000,12784713
1425,3260,27791141,74541707
1426,4016,210329123,161412000
1427,8,,37464
1428,408,,6879730
1429,1,570000,592014
1430,3001,31500000,36609966
1431,4,,193571
1432,2667,694849,61255921
1433,4,417166,424760
1434,2521,4400000,10411980
1435,3,253790,776691
1436,1,,306
1437,2,,63672
1438,,,13224
1439,2,9600049,3753806
1440,8,6712273,7739049
1441,22,20674,70527
1442,38,,302990
1443,3,,175408
1444,100,,101107
1445,26,,1310470
1446,2539,18173977,32774834
1447,117,3070786,548039
1448,,,
1449,2,11517,201574
1450,1,,203975
1451,4,38224497,71502303
1452,10,,2574
1453,2750,3130468,11198345
1454,3245,76921753,110359362
1455,3,7573353,1082044
1456,4,,11657
1457,6,,124171
1458,,,14389
1459,550,9597102,5005899
1460,5,240903,358262
1461,,,5494
1462,,220085,126021
1463,2006,49517099,75305995
1464,2315,47911300,55968727
1465,12,,57102
1466,2215,21800000,13395939
1467,1,,79315
1468,1,,99261
1469,5,5327134,445996
1470,170,,728802
1471,3933,370000000,261441092
1472,,15577,
1473,3650,124140582,188578855
1474,2819,10000982,28328132
1475,8,63359502,51676606
1476,5,7228882,10214647
1477,2059,7700000,17016190
1478,1,1167425,14400
1479,,,126071
1480,3017,158318408,173005002
1481,2445,133000000,34297191
1482,3393,22767285,73701902
1483,5,31477,1121744
1484,6,,21589
1485,4,,101439
1486,1,,16051
1487,3,,45463
1488,476,82160780,33987757
1489,1,70997,2598
1490,,,
1491,15,81813851,11050094
1492,226,,284002
1493,1,,604
1494,2,,2483
1495,3,,27301
1496,2912,78955776,52397389
1497,1,305852,3430117
1498,2,,20237
1499,3290,237457442,125531634
1500,2,10800000,24006726
1501,8,131436024,100492203
1502,6,2148108,6144806
1503,2604,13000000,21009180
1504,2,62351,228524
1505,3620,94328907,118627117
1506,2438,12300000,42044321
1507,40,105762065,102608827
1508,7,13001323,23519128
1509,3,,413708
1510,3518,237400000,279167575
1511,622,102544256,51225796
1512,6,136956,1566812
1513,1700,12245764,22163442
1514,2674,449000,48114556
1515,8,824328,159171
1516,3,17973443,45489752
1517,5,4171367,708776
1518,4,15000000,3765585
1519,,1295735,
1520,2524,9400630,67264877
1521,3203,32414911,24409722
1522,3185,40036911,49772522
1523,1,,26676
1524,2709,15440073,82674398
1525,2,,133920
1526,1,,37757
1527,1,,245845
1528,27,3797000,8968684
1529,2124,5409510,5178569
1530,10,66686,16670
1531,,,
1532,3005,72596255,51100486
1533,2,,49048
1534,1,,6355
1535,3052,20440477,46752382
1536,1,,4626
1537,2,1607654,683575
1538,3,1447385,23844
1539,,,8802
1540,17,,47171
1541,2,,74216
1542,1695,15448043,31726995
1543,1,,1058
1544,32,18667961,6601079
1545,3575,189000000,177784257
1546,12,,691880
1547,1,,40246
1548,2529,37588511,18098433
1549,5,160182,3058527
1550,189,,175000
1551,3188,861443,32647042
1552,9,,20149
1553,3006,145617376,75976178
1554,1,,213621
1555,4,3439161,595071
1556,2966,42900000,17018422
1557,4,823545,256822
1558,2805,5820000,19294901
1559,1483,52010,50406346
1560,2422,2400000,19699706
1561,1,,55459
1562,3216,39094616,55849401
1563,5,1758478,1340891
1564,8,,607502
1565,,,102714
1566,1331,9151847,6301131
1567,3131,85000000,113006880
1568,,1730333,2712736
1569,1,1062712,306224
1570,2123,43000000,34636443
1571,9,,163536
1572,2,,62387
1573,5,5753669,6584159
1574,1,,2348
1575,10,,1310368
1576,3776,132436259,128200012
1577,9,10153768,18761993
1578,2501,1351000,24381334
1579,1,16000000,3826280
1580,1,,2438
1581,3332,86000000,75941727
1582,1,2596915,209618
1583,45,,96793
1584,3147,33200000,68915888
1585,4,15581,238487
1586,4,413964,712294
1587,2659,2000000,36351350
1588,2,,639990
1589,1,,11523
1590,,45992,
1591,3230,84424098,74103820
1592,1,,3306
1593,1,,155212
1594,12,1347437,188248
1595,3267,8000000,42071069
1596,3154,52973465,68671925
1597,5,,20702
1598,5,,319355
1599,7,,553368
1600,202,,1691706
1601,2,77574,388532
1602,1,2105983,120620
1603,3323,43942304,65233369
1604,1,2329386,87385
1605,2502,20085806,21835784
1606,3,836079,4071700
1607,1508,41000,4008527
1608,93,,517262
1609,64,,375474
1610,2758,90045676,72708161
1611,1,,23989
1612,16,,41382
1613,2,5628,77070
1614,3133,51727102,51019112
1615,2,957668,304124
1616,2,,46296
1617,1,,8127
1618,1864,45838620,55334418
1619,5,,10514
1620,3111,38000000,32064800
1621,24,,36039
1622,3216,171276525,47398413
1623,1,1435308,713240
1624,10,9405974,2339957
1625,2,1269620,8117961
1626,1040,12090000,4476235
1627,8,,208507
1628,3424,73000000,82931301
1629,1,,39075
1630,110,,251495
1631,2,,22770
1632,1,,2996
1633,1,,18326
1634,2,,14865
1635,1,,16413
1636,4131,362964045,193595521
1637,6,82439,1187266
1638,3634,33439045,158119460
1639,2,,72888
1640,2,,28894
1641,2583,2507056,39053061
1642,2812,43371577,61649911
1643,3,,17528
1644,32,25088,64310
1645,4,,80701
1646,1323,2754196,3681066
1647,1,,21515
1648,6,1646784,49981
1649,1912,339577,12834849
1650,,,225863
1651,3858,153514350,205343774
1652,1,,10178
1653,7,10000,1158405
1654,1,5730330,3885134
1655,17,3726460,1000915
1656,,,
1657,1,,17257
1658,2087,3000000,16535005
1659,1,,66014
1660,3174,67846147,63313159
1661,2,,21108
1662,352,1579120,3278611
1663,7,265186,396035
1664,1,,6395
1665,1,,46750
1666,3908,372556181,234280354
1667,2464,683000,16809014
1668,1,,63663
1669,2,,8129
1670,2657,24000000,25473093
1671,3602,178436670,154696080
1672,8,241825,1531154
1673,4,329547,645634
1674,1,,624
1675,6,432462,442646
1676,,188044,49772
1677,3770,269366408,206459076
1678,52,133000,1315701
1679,1,,18389
1680,4,,48160
1681,2925,74000000,209218368
1682,1,265470,49835
1683,1013,1388974,22202809
1684,12,1465905,454711
1685,8,,191862
1686,1757,3895447,17044981
1687,2,47677,175493
1688,3122,127200000,35818913
1689,2505,14510450,43894863
1690,2,1772376,14470
1691,2905,19169905,63939454
1692,3495,44300000,32116746
1693,4,325143,6377461
1694,1,,129783
1695,1,,203746
1696,7,875243,2678010
1697,27,27000000,13744960
1698,42,124723,870067
1699,61,900000,795126
1700,28,,49526
1701,3785,29578234,80270227
1702,1,,41468
1703,5,172404,375403
1704,,,10289
1705,3127,22873310,22400154
1706,2533,18000000,74494381
1707,29,1326048,3178403
1708,8,,305688
1709,819,430568,10166502
1710,2771,44349203,47907715
1711,1,,31235
1712,1621,150000,3102550
1713,3079,38774683,57891803
1714,,,3724
1715,2014,44710281,19478106
1716,1,,28089
1717,47,,181872
1718,3087,67400000,37899638
1719,2195,12140000,15007991
1720,1304,,1069318
1721,2,,13913
1722,,,8085
1723,1346,52721801,33579798
1724,1,,44435
1725,816,4400000,1900451
1726,8,,39652
1727,1132,,5654777
1728,139,10000000,8535575
1729,11,2306172,141039
1730,7,3987450,345821
1731,1,278894,30303
1732,1,,136594
1733,1,,1600
1734,2981,69456624,75072454
1735,2040,2062976,8330720
1736,,,
1737,1,,81280
1738,5,61411543,53359111
1739,42,,3020784
1740,3508,52368953,48318130
1741,2814,36288095,24149632
1742,1,,15504
1743,8,749000,7535331
1744,2,76000,924260
1745,93,,815101
1746,9,590518,1328679
1747,489,,881745
1748,14,29984015,31493782
1749,13,,12460
1750,7,423332,23106
1751,44,,35657
1752,2,,71469
1753,3424,124685916,89706988
1754,2,,8018
1755,5,24600000,2070920
1756,1625,52206,17380866
1757,3,96741,75828
1758,12,21173549,28750530
1759,6,,31908
1760,2789,23200000,18782227
1761,2,83854,385373
1762,18,108654,864959
1763,1,,4655
1764,2188,14804923,25514517
1765,1014,136977,15331289
1766,41,,627844
1767,1,,73789
1768,1,,2841
1769,4,3818689,7372734
1770,3645,141524605,56068547
1771,1,,144254
1772,2808,49322439,32880591
1773,1,,47219
1774,1,,3769
1775,969,,15778152
1776,1652,2548731,16124543
1777,2223,13404855,10169202
1778,2517,23868947,26850426
1779,65,6144281,837878
1780,4,,115314
1781,7,1100000,478830
1782,2555,5352529,18324242
1783,2972,7537414,29511112
1784,3,,9724
1785,92,543514,872142
1786,6,,1397999
1787,1,,114264
1788,3043,30544841,28212337
1789,2007,6476074,33022286
1790,6,,23578
1791,701,,537667
1792,4,,178875
1793,8,1473895,10284523
1794,1684,491000,3626883
1795,3,,5642
1796,1,372620,815848
1797,5,17464,219672
1798,4,1904673,1452402
1799,1827,44700000,22827153
1800,2949,65900000,87025093
1801,3520,95900000,45575336
1802,1510,2984186,12482775
1803,19,99000,77532
1804,1,,138267
1805,3654,174657158,135386665
1806,25,,279225
1807,1,,3264
1808,2411,34300000,62647540
1809,11,,342297
1810,,58692,
1811,1652,15685105,30981850
1812,21,3592748,1180560
1813,2,,25325
1814,2443,21500000,36020063
1815,1,,13510
1816,6,,34410
1817,215,88176945,38372662
1818,3,,828699
1819,1,,380505
1820,1,,6998
1821,1,,20117
1822,3858,596544488,290201752
1823,1,,15811
1824,2961,68188093,119519402
1825,1,2135,28125
1826,1608,,10223896
1827,2505,10200763,32596916
1828,2433,2593073,29077547
1829,5,41866339,50824620
1830,1552,1140186,9016782
1831,2,4613558,4835065
1832,3206,19000000,53359917
1833,2,13851,29823
1834,1,,323860
1835,243,,739690
1836,,,
1837,114,13863164,5128124
1838,5,93937102,83043761
1839,1,,4433
1840,8,104500000,57010853
1841,3616,428828615,291710957
1842,2,,2443
1843,3568,332437332,218080025
1844,2,,5965
1845,1,,7129
1846,2466,32294631,60062868
1847,3175,52444157,82571173
1848,10,1144595,1669971
1849,532,84113682,47379090
1850,1,,40603
1851,4,4711583,12589255
1852,1829,5013762,35428675
1853,37,24900000,11304403
1854,3,13472307,12712093
1855,1749,12818716,16186348
1856,8,64861002,23089926
1857,985,1306213,2405420
1858,1,,196857
1859,2195,34914637,47326473
1860,,,
1861,5,,16255
1862,1,,17341
1863,2222,151611,42647449
1864,2514,4943286,38399961
1865,,,55398
1866,,,4630
1867,1,,2390
1868,1162,175380,11748661
1869,161,,887416
1870,1,,4059
1871,3,38285,34298
1872,3207,51098887,62318875
1873,6,,1880863
1874,1605,97000,17127992
1875,3261,66881404,70165972
1876,32,,145382
1877,8,2457228,672243
1878,2,469101,74205
1879,1995,81466299,47279279
1880,27,841000,10407978
1881,3,1808350,1253413
1882,1,,27344
1883,1265,15101,11468568
1884,14,,206871
1885,1,,2010
1886,1,,4526
1887,2999,19355221,47860214
1888,2566,12412485,58640119
1889,2880,58700000,54098051
1890,2840,34000000,48751189
1891,7,,12667
1892,4,410575,1828069
1893,3477,76700000,82226474
1894,8,,14769
1895,2896,36597739,48548426
1896,3066,38843429,81612565
1897,2361,2138330,12512886
1898,87,,432253
1899,7,6291,107492
1900,2,,4779
1901,35,,271078
1902,2318,20479706,7578946
1903,1,,10403
1904,5,3200000,22453
1905,2194,62581,63257940
1906,1611,2873951,6855137
1907,1,,26756
1908,6,8624933,2912606
1909,4,,126836
1910,2,,2214
1911,1,,6364
1912,2706,28700000,36895141
1913,2512,4381611,18597342
1914,1200,333329,11718595
1915,2558,12440048,18522064
1916,7,,742614
1917,3057,39687709,88715192
1918,4,,129664
1919,1,,48594
1920,2620,28576950,41778863
1921,3501,26000000,61123569
1922,2,,6437
1923,6,4192564,440793
1924,5,,27105
1925,439,1724552,1173673
1926,2,,14289
1927,3365,59703127,70511035
1928,4,,24098
1929,2818,97164028,88634237
1930,1710,,15680099
1931,2,448602,154187
1932,1,,2500
1933,2009,101026,23086480
1934,6,,38922
1935,1,,225448
1936,1,9000,234743
1937,1602,,21170563
1938,17,,309404
1939,1453,29471026,5946136
1940,2,2168253,2075743
1941,3964,456568661,195330621
1942,1945,5127893,7802450
1943,5,118887,334450
1944,8,,47243
1945,2,,115694
1946,1,,18926
1947,2,,3195
1948,2,,32381
1949,28,4741715,13368437
1950,1984,33000000,22495466
1951,5,787328,186912
1952,1060,239987,7061128
1953,2,,116944
1954,3009,30648427,34742066
1955,3274,5219972,59843754
1956,48,,431513
1957,1,,33312
1958,1,,9528
1959,2,7242426,1024640
1960,2,,2493
1961,9,6996000,1822428
1962,2,2193,105067
1963,3602,88000000,90710620
1964,20,364488,1415082
1965,,,
1966,2854,61626621,37384046
1967,1500,9196944,7314027
1968,2926,47721595,46982632
1969,15,,30142
1970,1,,132596
1971,5,62333,1214661
1972,2822,41800000,36280697
1973,2195,110994,18848430
1974,2038,3488978,26910736
1975,18,2772653,2484186
1976,1795,46067901,31567134
1977,5,5793429,5529144
1978,1680,14145231,16298046
1979,12,,3297137
1980,3,404511,568932
1981,3018,107361,8117637
1982,4054,265886397,133501348
1983,21,,13334
1984,3,3410174,1903434
1985,3,23328146,326095
1986,1,408328,6408
1987,1,,21967
1988,1007,23327618,4283255
1989,2541,20833255,17326650
1990,138,75512,4339241
1991,3555,121000000,60674817
1992,30,,6000
1993,2,287851,439309
1994,26,228289,234750
1995,2,711906,81698
1996,1,,2150
1997,4059,188377907,155019340
1998,1257,3795236,15032800
1999,3735,550284321,217536138
2000,1,440927,282183
2001,3,217553,96464
2002,4,29219764,24146161
2003,,2833553,244771
2004,2,1573,70071
2005,3690,224898484,234362462
2006,1,,7883
2007,1,,10565
2008,10,366513,2893666
2009,3070,87024032,118703275
2010,1,,7451
2011,7,731,194523
2012,1,,254190
2013,2723,64688201,54607383
2014,3,,4012
2015,760,6373339,20342852
2016,3985,217547576,244082982
2017,1,70000,70685
2018,3,1944,444687
2019,2946,119558626,28426747
2020,2,,5244
2021,4,,33223
2022,3070,19098469,80197993
2023,3027,95178695,62615510
2024,2645,62500000,52330111
2025,2,,153122
2026,2,56366,3121270
2027,1,350000,1044254
2028,3749,100329456,137355633
2029,1,,5361
2030,8,,150142
2031,15,751759,326876
2032,1004,,21344312
2033,1,405503,221574
2034,,3737293,5228
2035,2,5199,2072645
2036,4065,190961192,200120000
2037,1,,51540
2038,8,170518,1678874
2039,2847,201332695,124740460
2040,17,1903468,5501616
2041,1,,68820
2042,1,,7753
2043,1,3558905,545255
2044,2,110000,131719
2045,2,2442482,332829
2046,2533,43000000,58636047
2047,7,,49034
2048,3,,128585
2049,14,229494,418689
2050,3131,54600000,75802010
2051,1,,36406
2052,2150,3194178,24148068
2053,3235,30500000,42285169
2054,3553,67606360,73661010
2055,2702,38242561,22530295
2056,22,72324,370627
2057,7,40751255,59891098
2058,1,,121390
2059,10,,87400
2060,2,,654132
2061,1,,45082
2062,2560,27812815,41011711
2063,3021,101441238,63478838
2064,538,29577545,10525717
2065,3050,21468363,28142535
2066,10,,3127472
2067,1,,5741
2068,3803,14657148,148213377
2069,2095,31026597,26024456
2070,1367,2934600,7836393
2071,2957,93016761,70278893
2072,13,918327,379418
2073,2,2213787,2697938
2074,2,,62062
2075,2323,9976999,20264436
2076,2467,45661036,65328121
2077,2501,516860,11989328
2078,6,89080,54702
2079,2914,1734720,36580083
2080,6,2362800,808221
2081,1,,5194
2082,1509,1000000,11449638
2083,3555,28000000,34020814
2084,51,43923420,39868642
2085,38,1017843,1530535
2086,,,
2087,1,,29472
2088,2964,974132,19185184
2089,1870,58469,13040527
2090,973,,12669914
2091,2917,694175,57806952
2092,5,,184927
2093,7,,381420
2094,3,,36089
2095,2515,16086515,27838408
2096,1023,,7009668
2097,130,56203,444093
2098,169,7223748,652163
2099,1,,4480
2100,1,,103509
2101,2784,13308360,24413467
2102,1,,7137
2103,84,,251775
2104,1548,2400000,14426251
2105,,,
2106,2,,216724
2107,1,,36608
2108,2,,97848
2109,2681,14800000,23364784
2110,1,,62356
2111,2,,102990
2112,4,,60729
2113,12,4506731,228498
2114,2896,2477336,14523101
2115,3504,3025011,38432823
2116,2,16494571,1619466
2117,2226,26565712,22672813
2118,1357,,11614790
2119,1,143985,255923
2120,1514,2300000,7221458
2121,1,8322,279665
2122,146,634741,56131
2123,2033,1725749,13090630
2124,13,492445,902544
2125,2,2330769,70644
2126,1,,28041
2127,,,
2128,4,31548687,17606684
2129,8,1611255,516139
2130,1,,29185
2131,3833,106826899,85105259
2132,3004,,17807569
2133,3241,39961808,55011732
2134,3,72444162,56441711
2135,6,,1997497
2136,,,241772
2137,3,,93477
2138,2579,9920000,28444855
2139,,,
2140,5,8658158,5463019
2141,,,
2142,3017,157276304,132384315
2143,2820,11000000,39517763
2144,1,,16411
2145,221,20063240,659210
2146,8,,239962
2147,179,1462387,1151330
2148,2515,3900000,37442180
2149,,,
2150,909,329071,13395961
2151,3211,31600000,39143839
2152,2545,3320824,18844784
2153,1,1006479,66453
2154,,,7763
2155,2,,84689
2156,,,5342
2157,2,,1706325
2158,1876,30055565,33602376
2159,2877,896220,21000147
2160,859,44900000,15962471
2161,2,1522321,9600
2162,6,4326414,15745
2163,2281,51317475,53089891
2164,2,,66217
2165,7,97818375,34302837
2166,1306,1482425,4299773
2167,12,,163000
2168,64,,425045
2169,143,,519086
2170,3167,83638091,80238724
2171,19,,179780
2172,1,,41714
2173,,,4164
2174,3707,114691454,64665672
2175,3458,23000000,84500122
2176,2,3328645,26403
2177,5,74326746,12899867
2178,2066,34604805,7459300
2179,1,,4412
2180,22,,119452
2181,26,6230356,355968
2182,956,2887373,3337931
2183,7,36000,204462
2184,2264,13137632,40435190
2185,1984,1100000,7744785
2186,1,,123301
2187,2,9355005,11242801
2188,1,,45128
2189,3434,427055283,167365000
2190,321,,1005539
2191,23,,5549923
2192,3804,187000000,198000317
2193,1495,,4630045
2194,7,10717702,2730296
2195,1,,12663
2196,3205,11722238,35093569
2197,4,,14443
2198,1472,5317628,10144010
2199,,,37072
2200,,,
2201,1,,13737
2202,3083,8679813,37629831
2203,1570,7293308,7027762
2204,3,1356,849055
2205,2465,70165637,50866635
2206,1910,114000000,57377916
2207,2,,38605
2208,2,,148872
2209,4,,52034
2210,2610,141640447,63280000
2211,2775,5315607,16655224
2212,2,,930469
2213,3566,61000000,82985708
2214,3,52254394,103365956
2215,3020,174457952,75030163
2216,5,5369337,1308696
2217,2852,144725057,162586036
2218,1,6055437,20678
2219,5,54111916,13756082
2220,,,16136
2221,3017,85959151,70269899
2222,4,7058308,8060487
2223,3,4471068,3347411
2224,3685,328583139,250863268
2225,2215,40469706,59908565
2226,2606,,43545364
2227,16,34292628,35552383
2228,22,33068293,17510118
2229,2,32885652,3005605
2230,3,131380170,2223293
2231,2,,19875
2232,1736,,8135024
2233,1,,80550
2234,1360,7027007,36605602
2235,2381,22074786,15849032
2236,458,411569,1008849
2237,1289,17204717,15309602
2238,2444,4740121,10597734
2239,2051,14169497,61356221
2240,1,833590,10787
2241,2835,4476064,16379582
2242,1200,3024722,3526588
2243,1622,,15432542
2244,2,,12185
2245,2801,47119211,39739367
2246,52,,418296
2247,2218,21600709,35662731
2248,1,,176647
2249,2526,26864793,42674040
2250,,,
2251,238,,306533
2252,,,11550
2253,4,,5661
2254,2,,89417
2255,2528,18400000,35374833
2256,2,,48896
2257,3003,52913586,27669725
2258,3136,63300000,95673607
2259,429,,388390
2260,,,112351
2261,2111,242265,31366978
2262,2955,95624296,50572589
2263,2,,2044858
2264,1489,1457899,33000880
2265,3139,55750649,82234139
2266,3619,113742993,115802596
2267,791,10968723,21214987
2268,1,,8419
2269,15,,71561
2270,2702,1509201,20342161
2271,1000,,1255524
2272,2155,137570,11003643
2273,1,,9946
2274,1252,1554283,9396870
2275,15,,14273
2276,3287,85341799,168213584
2277,2362,50000000,33080084
2278,3103,243546996,210614939
2279,1,,40848
2280,6,,58829
2281,6,6678253,13610521
2282,816,,3438735
2283,1,,1305
2284,72,,69136
2285,1805,4040071,16574590
2286,1776,645640,12559771
2287,30,,79123
2288,2831,36294228,47852604
2289,1,12179,71471
2290,3,,220409
2291,3,,214864
2292,4,,635305
2293,5,,179948
2294,1518,37050,7057600
2295,1671,420000,19661987
2296,2806,48534978,47003582
2297,3110,41946920,54149098
2298,2447,16662372,20804166
2299,3017,6048647,21471047
2300,2,,2500
2301,42,,18901
2302,,9136,494152
2303,3372,27000000,118594548
2304,3413,72730548,97822171
2305,1,,5468
2306,1,,32203
2307,955,954433,4600585
2308,2877,8725535,49662533
2309,2860,3165914,13932383
2310,2603,37100000,25126214
2311,2624,25156752,25031037
2312,235,,7164995
2313,8,,265550
2314,1,,11445
2315,2925,37718653,80818974
2316,1,,7000
2317,1,,1948
2318,877,,5520368
2319,1,,21504
2320,1,,19373
2321,23,,188565
2322,1720,20590780,10232081
2323,2661,38765566,23760822
2324,3,1568031,154892
2325,1607,,6881021
2326,1163,,1237615
2327,7,,1540141
2328,1,,48969
2329,2443,50200000,39004700
2330,825,58123832,23618786
2331,2155,3087444,11052958
2332,1,,25751
2333,2551,5300000,19063007
2334,1,,69770
2335,17,,66517
2336,2,,7506
2337,6,2462665,399879
2338,1816,,4500147
2339,2725,55380487,18211013
2340,4,,26651
2341,9,,9777
2342,2310,,7371706
2343,2019,2971947,20568319
2344,42,,31388
2345,4,3119633,19097550
2346,56,,95953
2347,2525,766543,5755286
2348,2,317714,4857374
2349,4252,558329927,336530303
2350,2,,82701
2351,1,,227064
2352,1,4433,31777
2353,2303,35593798,28638916
2354,1,,302845
2355,1931,605378,8130530
2356,,,
2357,2523,1936721,18882880
2358,,2363338,918931
2359,1,,151792
2360,1009,646700,3091922
2361,42,,46208
2362,210,,139084
2363,2,13705420,9445857
2364,1,,458232
2365,6,,64458
2366,28,,126714
2367,4,,171255
2368,1,,140200
2369,2,5812781,137221
2370,4122,484610992,322719944
2371,,,
2372,17,,127188
2373,,,22121
2374,7,,202200
2375,1661,1296287,7006708
2376,2,67256,881302
2377,,,10227
2378,3,,301027
2379,1164,965704,2956339
2380,1,,3567
2381,2871,70504187,148761765
2382,2453,17512793,28476219
2383,2350,16061597,17544812
2384,3565,194600000,117144465
2385,1,,2324
2386,1,,19662
2387,505,7275372,480314
2388,3,1082262,221846
2389,3959,157558953,131921738
2390,2,158704,298110
2391,1,,9613
2392,2612,5119160,25584685
2393,2,254126,442936
2394,1,,395623
2395,2678,59277742,71985628
2396,1355,9976781,9176787
2397,4,4980465,82987
2398,7,987231,956919
2399,3604,73841639,100289690
2400,1,,86051
2401,5,,687414
2402,35,1432113,2426851
2403,1,8522,23465
2404,3408,247758744,134529403
2405,1,,21579
2406,977,478928,12406646
2407,3940,420104041,206445654
2408,1,11997324,24538513
2409,2,5892076,187480
2410,2604,26387270,43799818
2411,4011,389026399,319246193
2412,4,,378921
2413,6,1547463,5490423
2414,6,233349,482355
2415,1,,7699
2416,4285,647482589,292137260
2417,1061,6772940,2686800
2418,6,,416417
2419,33,229146,4526759
2420,9,2871645,25343
2421,49,,1000626
2422,3121,83951012,118871849
2423,10,28342050,3688560
2424,4,194090,833532
2425,1,,132782
2426,1320,,7233485
2427,2425,48835977,43107979
2428,1,,6983
2429,3922,343936008,183135014
2430,1019,,5694308
2431,100,20716920,18663911
2432,1509,15737014,10010209
2433,2607,433232,13938332
2434,1,,2065
2435,3660,216572326,227471070
2436,25,16951,769726
2437,3013,21272723,43760605
2438,2332,4974605,13235267
2439,1,,9258
2440,1,,13875
2441,2,,15233
2442,6,,712391
2443,3778,116459914,140125968
2444,745,,1018965
2445,2540,98387307,38634938
2446,5,,86460
2447,260,38708720,8580428
2448,2948,48491916,121463226
2449,2776,25072851,15074191
2450,2002,19425711,5932060
2451,1,,22509
2452,4,,91164
2453,2,465619,271143
2454,512,,3054430
2455,1605,88173,3172382
2456,20,,64802
2457,857,,1066555
2458,3,,31216
2459,2629,20064522,25926673
2460,2277,18200000,22486409
2461,3052,8893086,32886940
2462,1822,7373573,9534258
2463,1,,10718
2464,16,,100610
2465,2,,63165
2466,2652,17564909,53606916
2467,2,,85410
2468,82,65115,175281
2469,4,1041229,1134358
2470,1,,204784
2471,2108,14000000,12796824
2472,700,,900926
2473,4,6852881,876671
2474,23,5023470,24343673
2475,4,1100000,46474
2476,2269,68937640,10977721
2477,15,38895823,17181265
2478,2,,22011
2479,9,17711409,6777741
2480,5,896641,268461
2481,2231,7235759,25799486
2482,,39,178968
2483,122,,1103075
2484,2755,32998900,36793804
2485,,,
2486,2612,25692671,35017297
2487,4,38468604,18354356
2488,2828,99222424,50648679
2489,2104,1743924,11892415
2490,5,11404482,3909149
2491,25,,3575227
2492,2,,32921
2493,1200,2287895,3508572
2494,8,575965,161593
2495,3103,55942785,90648202
2496,2793,39335207,47467250
2497,1,,5000
2498,90,1299186,214202
2499,2,23174856,11902715
2500,1,690,25317
2501,1015,556209,5867786
2502,,5833,312751
2503,15,43953769,49033882
2504,8,,231274
2505,2,,22441
2506,3229,90981533,36787257
2507,1,8030564,871577
2508,,,
2509,2,,35630
2510,2001,58585626,16285240
2511,,,
2512,,,99279
2513,7,5320639,5956480
2514,9,1869996,342895
2515,1011,,1159691
2516,2362,26744678,28563179
2517,2011,729653,55204525
2518,12,1961189,234480
2519,2855,40707160,39568996
2520,1713,14058812,20300218
2521,2,,20469
2522,1,731039,728
2523,2250,17203880,9736045
2524,14,16500000,101440
